areaCode,areaName,areaType,date,cumPeopleVaccinatedCompleteByVaccinationDate
E06000015,Derby,utla,2021-02-25,839
E06000038,Reading,utla,2021-02-25,1141
E08000002,Bury,utla,2021-02-25,2137
E08000015,Wirral,utla,2021-02-25,9452
E08000021,Newcastle upon Tyne,utla,2021-02-25,1025
E09000014,Haringey,utla,2021-02-25,2188
E09000027,Richmond upon Thames,utla,2021-02-25,2547
E10000019,Lincolnshire,utla,2021-02-25,4873
E10000028,Staffordshire,utla,2021-02-25,10372
S12000006,Dumfries and Galloway,utla,2021-02-25,4024
S12000020,Moray,utla,2021-02-25,1089
S12000026,Scottish Borders,utla,2021-02-25,1399
E06000015,Derby,utla,2021-02-24,828
E06000038,Reading,utla,2021-02-24,1121
E08000002,Bury,utla,2021-02-24,2097
E08000015,Wirral,utla,2021-02-24,9406
E08000021,Newcastle upon Tyne,utla,2021-02-24,1006
E09000014,Haringey,utla,2021-02-24,2132
E09000027,Richmond upon Thames,utla,2021-02-24,2470
E10000019,Lincolnshire,utla,2021-02-24,4307
E10000028,Staffordshire,utla,2021-02-24,10038
S12000006,Dumfries and Galloway,utla,2021-02-24,3702
S12000020,Moray,utla,2021-02-24,706
S12000026,Scottish Borders,utla,2021-02-24,1119
E06000015,Derby,utla,2021-02-23,818
E06000038,Reading,utla,2021-02-23,1104
E08000002,Bury,utla,2021-02-23,1906
E08000015,Wirral,utla,2021-02-23,9371
E08000021,Newcastle upon Tyne,utla,2021-02-23,989
E09000014,Haringey,utla,2021-02-23,2042
E09000027,Richmond upon Thames,utla,2021-02-23,2408
E10000019,Lincolnshire,utla,2021-02-23,3839
E10000028,Staffordshire,utla,2021-02-23,9857
S12000006,Dumfries and Galloway,utla,2021-02-23,3129
S12000020,Moray,utla,2021-02-23,487
S12000026,Scottish Borders,utla,2021-02-23,1099
E06000015,Derby,utla,2021-02-22,810
E06000038,Reading,utla,2021-02-22,1091
E08000002,Bury,utla,2021-02-22,1848
E08000015,Wirral,utla,2021-02-22,9329
E08000021,Newcastle upon Tyne,utla,2021-02-22,986
E09000014,Haringey,utla,2021-02-22,2012
E09000027,Richmond upon Thames,utla,2021-02-22,2396
E10000019,Lincolnshire,utla,2021-02-22,3615
E10000028,Staffordshire,utla,2021-02-22,9737
S12000006,Dumfries and Galloway,utla,2021-02-22,2328
S12000020,Moray,utla,2021-02-22,352
S12000026,Scottish Borders,utla,2021-02-22,1008
E06000015,Derby,utla,2021-02-21,804
E06000038,Reading,utla,2021-02-21,1077
E08000002,Bury,utla,2021-02-21,1845
E08000015,Wirral,utla,2021-02-21,9324
E08000021,Newcastle upon Tyne,utla,2021-02-21,980
E09000014,Haringey,utla,2021-02-21,2002
E09000027,Richmond upon Thames,utla,2021-02-21,2370
E10000019,Lincolnshire,utla,2021-02-21,3396
E10000028,Staffordshire,utla,2021-02-21,9723
S12000006,Dumfries and Galloway,utla,2021-02-21,1784
S12000020,Moray,utla,2021-02-21,349
S12000026,Scottish Borders,utla,2021-02-21,990
E06000015,Derby,utla,2021-02-20,780
E06000038,Reading,utla,2021-02-20,1076
E08000002,Bury,utla,2021-02-20,1842
E08000015,Wirral,utla,2021-02-20,9321
E08000021,Newcastle upon Tyne,utla,2021-02-20,978
E09000014,Haringey,utla,2021-02-20,2000
E09000027,Richmond upon Thames,utla,2021-02-20,2370
E10000019,Lincolnshire,utla,2021-02-20,3387
E10000028,Staffordshire,utla,2021-02-20,9393
S12000006,Dumfries and Galloway,utla,2021-02-20,1550
S12000020,Moray,utla,2021-02-20,349
S12000026,Scottish Borders,utla,2021-02-20,984
E06000015,Derby,utla,2021-02-19,774
E06000038,Reading,utla,2021-02-19,1074
E08000002,Bury,utla,2021-02-19,1841
E08000015,Wirral,utla,2021-02-19,9312
E08000021,Newcastle upon Tyne,utla,2021-02-19,970
E09000014,Haringey,utla,2021-02-19,1994
E09000027,Richmond upon Thames,utla,2021-02-19,2368
E10000019,Lincolnshire,utla,2021-02-19,3375
E10000028,Staffordshire,utla,2021-02-19,9317
S12000006,Dumfries and Galloway,utla,2021-02-19,1269
S12000020,Moray,utla,2021-02-19,348
S12000026,Scottish Borders,utla,2021-02-19,964
E06000015,Derby,utla,2021-02-18,764
E06000038,Reading,utla,2021-02-18,1062
E08000002,Bury,utla,2021-02-18,1839
E08000015,Wirral,utla,2021-02-18,9232
E08000021,Newcastle upon Tyne,utla,2021-02-18,960
E09000014,Haringey,utla,2021-02-18,1986
E09000027,Richmond upon Thames,utla,2021-02-18,2354
E10000019,Lincolnshire,utla,2021-02-18,3341
E10000028,Staffordshire,utla,2021-02-18,9235
S12000006,Dumfries and Galloway,utla,2021-02-18,1150
S12000020,Moray,utla,2021-02-18,330
S12000026,Scottish Borders,utla,2021-02-18,931
E06000015,Derby,utla,2021-02-17,753
E06000038,Reading,utla,2021-02-17,1039
E08000002,Bury,utla,2021-02-17,1792
E08000015,Wirral,utla,2021-02-17,9205
E08000021,Newcastle upon Tyne,utla,2021-02-17,954
E09000014,Haringey,utla,2021-02-17,1978
E09000027,Richmond upon Thames,utla,2021-02-17,2327
E10000019,Lincolnshire,utla,2021-02-17,3261
E10000028,Staffordshire,utla,2021-02-17,9185
S12000006,Dumfries and Galloway,utla,2021-02-17,941
S12000020,Moray,utla,2021-02-17,214
S12000026,Scottish Borders,utla,2021-02-17,865
E06000015,Derby,utla,2021-02-16,748
E06000038,Reading,utla,2021-02-16,1026
E08000002,Bury,utla,2021-02-16,1788
E08000015,Wirral,utla,2021-02-16,9182
E08000021,Newcastle upon Tyne,utla,2021-02-16,945
E09000014,Haringey,utla,2021-02-16,1976
E09000027,Richmond upon Thames,utla,2021-02-16,2313
E10000019,Lincolnshire,utla,2021-02-16,3229
E10000028,Staffordshire,utla,2021-02-16,9131
S12000006,Dumfries and Galloway,utla,2021-02-16,882
S12000020,Moray,utla,2021-02-16,129
S12000026,Scottish Borders,utla,2021-02-16,839
E06000015,Derby,utla,2021-02-15,746
E06000038,Reading,utla,2021-02-15,929
E08000002,Bury,utla,2021-02-15,1785
E08000015,Wirral,utla,2021-02-15,9108
E08000021,Newcastle upon Tyne,utla,2021-02-15,944
E09000014,Haringey,utla,2021-02-15,1972
E09000027,Richmond upon Thames,utla,2021-02-15,2311
E10000019,Lincolnshire,utla,2021-02-15,3213
E10000028,Staffordshire,utla,2021-02-15,9088
S12000006,Dumfries and Galloway,utla,2021-02-15,728
S12000020,Moray,utla,2021-02-15,121
S12000026,Scottish Borders,utla,2021-02-15,747
E06000015,Derby,utla,2021-02-14,746
E06000038,Reading,utla,2021-02-14,929
E08000002,Bury,utla,2021-02-14,1782
E08000015,Wirral,utla,2021-02-14,9075
E08000021,Newcastle upon Tyne,utla,2021-02-14,941
E09000014,Haringey,utla,2021-02-14,1968
E09000027,Richmond upon Thames,utla,2021-02-14,2308
E10000019,Lincolnshire,utla,2021-02-14,3211
E10000028,Staffordshire,utla,2021-02-14,9079
S12000006,Dumfries and Galloway,utla,2021-02-14,672
S12000020,Moray,utla,2021-02-14,106
S12000026,Scottish Borders,utla,2021-02-14,532
E06000015,Derby,utla,2021-02-13,746
E06000038,Reading,utla,2021-02-13,929
E08000002,Bury,utla,2021-02-13,1782
E08000015,Wirral,utla,2021-02-13,9074
E08000021,Newcastle upon Tyne,utla,2021-02-13,941
E09000014,Haringey,utla,2021-02-13,1968
E09000027,Richmond upon Thames,utla,2021-02-13,2308
E10000019,Lincolnshire,utla,2021-02-13,3211
E10000028,Staffordshire,utla,2021-02-13,9067
S12000006,Dumfries and Galloway,utla,2021-02-13,672
S12000020,Moray,utla,2021-02-13,104
S12000026,Scottish Borders,utla,2021-02-13,525
E06000015,Derby,utla,2021-02-12,746
E06000038,Reading,utla,2021-02-12,926
E08000002,Bury,utla,2021-02-12,1779
E08000015,Wirral,utla,2021-02-12,8989
E08000021,Newcastle upon Tyne,utla,2021-02-12,940
E09000014,Haringey,utla,2021-02-12,1968
E09000027,Richmond upon Thames,utla,2021-02-12,2308
E10000019,Lincolnshire,utla,2021-02-12,3204
E10000028,Staffordshire,utla,2021-02-12,9057
S12000006,Dumfries and Galloway,utla,2021-02-12,670
S12000020,Moray,utla,2021-02-12,104
S12000026,Scottish Borders,utla,2021-02-12,504
E06000015,Derby,utla,2021-02-11,745
E06000038,Reading,utla,2021-02-11,883
E08000002,Bury,utla,2021-02-11,1770
E08000015,Wirral,utla,2021-02-11,8937
E08000021,Newcastle upon Tyne,utla,2021-02-11,936
E09000014,Haringey,utla,2021-02-11,1962
E09000027,Richmond upon Thames,utla,2021-02-11,2307
E10000019,Lincolnshire,utla,2021-02-11,3174
E10000028,Staffordshire,utla,2021-02-11,8984
S12000006,Dumfries and Galloway,utla,2021-02-11,572
S12000020,Moray,utla,2021-02-11,102
S12000026,Scottish Borders,utla,2021-02-11,348
E06000015,Derby,utla,2021-02-10,743
E06000038,Reading,utla,2021-02-10,853
E08000002,Bury,utla,2021-02-10,1764
E08000015,Wirral,utla,2021-02-10,8925
E08000021,Newcastle upon Tyne,utla,2021-02-10,932
E09000014,Haringey,utla,2021-02-10,1949
E09000027,Richmond upon Thames,utla,2021-02-10,2294
E10000019,Lincolnshire,utla,2021-02-10,3153
E10000028,Staffordshire,utla,2021-02-10,8959
S12000006,Dumfries and Galloway,utla,2021-02-10,520
S12000020,Moray,utla,2021-02-10,101
S12000026,Scottish Borders,utla,2021-02-10,300
E06000015,Derby,utla,2021-02-09,743
E06000038,Reading,utla,2021-02-09,801
E08000002,Bury,utla,2021-02-09,1739
E08000015,Wirral,utla,2021-02-09,8920
E08000021,Newcastle upon Tyne,utla,2021-02-09,924
E09000014,Haringey,utla,2021-02-09,1943
E09000027,Richmond upon Thames,utla,2021-02-09,2288
E10000019,Lincolnshire,utla,2021-02-09,3117
E10000028,Staffordshire,utla,2021-02-09,8926
S12000006,Dumfries and Galloway,utla,2021-02-09,495
S12000020,Moray,utla,2021-02-09,98
S12000026,Scottish Borders,utla,2021-02-09,247
E06000015,Derby,utla,2021-02-08,742
E06000038,Reading,utla,2021-02-08,762
E08000002,Bury,utla,2021-02-08,1734
E08000015,Wirral,utla,2021-02-08,8909
E08000021,Newcastle upon Tyne,utla,2021-02-08,911
E09000014,Haringey,utla,2021-02-08,1943
E09000027,Richmond upon Thames,utla,2021-02-08,2287
E10000019,Lincolnshire,utla,2021-02-08,3109
E10000028,Staffordshire,utla,2021-02-08,8914
S12000006,Dumfries and Galloway,utla,2021-02-08,465
S12000020,Moray,utla,2021-02-08,96
S12000026,Scottish Borders,utla,2021-02-08,183
E06000015,Derby,utla,2021-02-07,741
E06000038,Reading,utla,2021-02-07,723
E08000002,Bury,utla,2021-02-07,1730
E08000015,Wirral,utla,2021-02-07,8904
E08000021,Newcastle upon Tyne,utla,2021-02-07,904
E09000014,Haringey,utla,2021-02-07,1943
E09000027,Richmond upon Thames,utla,2021-02-07,2283
E10000019,Lincolnshire,utla,2021-02-07,3107
E10000028,Staffordshire,utla,2021-02-07,8907
S12000006,Dumfries and Galloway,utla,2021-02-07,393
S12000020,Moray,utla,2021-02-07,80
S12000026,Scottish Borders,utla,2021-02-07,154
E06000015,Derby,utla,2021-02-06,741
E06000038,Reading,utla,2021-02-06,723
E08000002,Bury,utla,2021-02-06,1730
E08000015,Wirral,utla,2021-02-06,8903
E08000021,Newcastle upon Tyne,utla,2021-02-06,904
E09000014,Haringey,utla,2021-02-06,1942
E09000027,Richmond upon Thames,utla,2021-02-06,2283
E10000019,Lincolnshire,utla,2021-02-06,3100
E10000028,Staffordshire,utla,2021-02-06,8905
S12000006,Dumfries and Galloway,utla,2021-02-06,389
S12000020,Moray,utla,2021-02-06,78
S12000026,Scottish Borders,utla,2021-02-06,140
E06000015,Derby,utla,2021-02-05,740
E06000038,Reading,utla,2021-02-05,723
E08000002,Bury,utla,2021-02-05,1729
E08000015,Wirral,utla,2021-02-05,8900
E08000021,Newcastle upon Tyne,utla,2021-02-05,902
E09000014,Haringey,utla,2021-02-05,1938
E09000027,Richmond upon Thames,utla,2021-02-05,2280
E10000019,Lincolnshire,utla,2021-02-05,3097
E10000028,Staffordshire,utla,2021-02-05,8903
S12000006,Dumfries and Galloway,utla,2021-02-05,379
S12000020,Moray,utla,2021-02-05,77
S12000026,Scottish Borders,utla,2021-02-05,117
E06000015,Derby,utla,2021-02-04,738
E06000038,Reading,utla,2021-02-04,722
E08000002,Bury,utla,2021-02-04,1727
E08000015,Wirral,utla,2021-02-04,8893
E08000021,Newcastle upon Tyne,utla,2021-02-04,900
E09000014,Haringey,utla,2021-02-04,1937
E09000027,Richmond upon Thames,utla,2021-02-04,2271
E10000019,Lincolnshire,utla,2021-02-04,3028
E10000028,Staffordshire,utla,2021-02-04,8895
S12000006,Dumfries and Galloway,utla,2021-02-04,346
S12000020,Moray,utla,2021-02-04,69
S12000026,Scottish Borders,utla,2021-02-04,113
E06000015,Derby,utla,2021-02-03,736
E06000038,Reading,utla,2021-02-03,721
E08000002,Bury,utla,2021-02-03,1724
E08000015,Wirral,utla,2021-02-03,8891
E08000021,Newcastle upon Tyne,utla,2021-02-03,892
E09000014,Haringey,utla,2021-02-03,1933
E09000027,Richmond upon Thames,utla,2021-02-03,2264
E10000019,Lincolnshire,utla,2021-02-03,2990
E10000028,Staffordshire,utla,2021-02-03,8829
S12000006,Dumfries and Galloway,utla,2021-02-03,326
S12000020,Moray,utla,2021-02-03,68
S12000026,Scottish Borders,utla,2021-02-03,104
E06000015,Derby,utla,2021-02-02,736
E06000038,Reading,utla,2021-02-02,721
E08000002,Bury,utla,2021-02-02,1720
E08000015,Wirral,utla,2021-02-02,8885
E08000021,Newcastle upon Tyne,utla,2021-02-02,891
E09000014,Haringey,utla,2021-02-02,1930
E09000027,Richmond upon Thames,utla,2021-02-02,2259
E10000019,Lincolnshire,utla,2021-02-02,2980
E10000028,Staffordshire,utla,2021-02-02,8787
S12000006,Dumfries and Galloway,utla,2021-02-02,293
S12000020,Moray,utla,2021-02-02,59
S12000026,Scottish Borders,utla,2021-02-02,104
E06000015,Derby,utla,2021-02-01,736
E06000038,Reading,utla,2021-02-01,720
E08000002,Bury,utla,2021-02-01,1713
E08000015,Wirral,utla,2021-02-01,8885
E08000021,Newcastle upon Tyne,utla,2021-02-01,886
E09000014,Haringey,utla,2021-02-01,1917
E09000027,Richmond upon Thames,utla,2021-02-01,2253
E10000019,Lincolnshire,utla,2021-02-01,2968
E10000028,Staffordshire,utla,2021-02-01,8779
S12000006,Dumfries and Galloway,utla,2021-02-01,236
S12000020,Moray,utla,2021-02-01,53
S12000026,Scottish Borders,utla,2021-02-01,101
E06000015,Derby,utla,2021-01-31,735
E06000038,Reading,utla,2021-01-31,714
E08000002,Bury,utla,2021-01-31,1712
E08000015,Wirral,utla,2021-01-31,8880
E08000021,Newcastle upon Tyne,utla,2021-01-31,883
E09000014,Haringey,utla,2021-01-31,1899
E09000027,Richmond upon Thames,utla,2021-01-31,2240
E10000019,Lincolnshire,utla,2021-01-31,2958
E10000028,Staffordshire,utla,2021-01-31,8761
S12000006,Dumfries and Galloway,utla,2021-01-31,207
S12000020,Moray,utla,2021-01-31,29
S12000026,Scottish Borders,utla,2021-01-31,99
E06000015,Derby,utla,2021-01-30,732
E06000038,Reading,utla,2021-01-30,713
E08000002,Bury,utla,2021-01-30,1708
E08000015,Wirral,utla,2021-01-30,8873
E08000021,Newcastle upon Tyne,utla,2021-01-30,879
E09000014,Haringey,utla,2021-01-30,1888
E09000027,Richmond upon Thames,utla,2021-01-30,2224
E10000019,Lincolnshire,utla,2021-01-30,2902
E10000028,Staffordshire,utla,2021-01-30,8729
S12000006,Dumfries and Galloway,utla,2021-01-30,188
S12000020,Moray,utla,2021-01-30,29
S12000026,Scottish Borders,utla,2021-01-30,99
E06000015,Derby,utla,2021-01-29,731
E06000038,Reading,utla,2021-01-29,712
E08000002,Bury,utla,2021-01-29,1703
E08000015,Wirral,utla,2021-01-29,8864
E08000021,Newcastle upon Tyne,utla,2021-01-29,874
E09000014,Haringey,utla,2021-01-29,1880
E09000027,Richmond upon Thames,utla,2021-01-29,2219
E10000019,Lincolnshire,utla,2021-01-29,2888
E10000028,Staffordshire,utla,2021-01-29,8704
S12000006,Dumfries and Galloway,utla,2021-01-29,175
S12000020,Moray,utla,2021-01-29,29
S12000026,Scottish Borders,utla,2021-01-29,97
E06000015,Derby,utla,2021-01-28,731
E06000038,Reading,utla,2021-01-28,708
E08000002,Bury,utla,2021-01-28,1702
E08000015,Wirral,utla,2021-01-28,8861
E08000021,Newcastle upon Tyne,utla,2021-01-28,866
E09000014,Haringey,utla,2021-01-28,1876
E09000027,Richmond upon Thames,utla,2021-01-28,2217
E10000019,Lincolnshire,utla,2021-01-28,2855
E10000028,Staffordshire,utla,2021-01-28,8684
S12000006,Dumfries and Galloway,utla,2021-01-28,139
S12000020,Moray,utla,2021-01-28,25
S12000026,Scottish Borders,utla,2021-01-28,85
E06000015,Derby,utla,2021-01-27,728
E06000038,Reading,utla,2021-01-27,707
E08000002,Bury,utla,2021-01-27,1700
E08000015,Wirral,utla,2021-01-27,8855
E08000021,Newcastle upon Tyne,utla,2021-01-27,865
E09000014,Haringey,utla,2021-01-27,1874
E09000027,Richmond upon Thames,utla,2021-01-27,2210
E10000019,Lincolnshire,utla,2021-01-27,2846
E10000028,Staffordshire,utla,2021-01-27,8661
S12000006,Dumfries and Galloway,utla,2021-01-27,134
S12000020,Moray,utla,2021-01-27,19
S12000026,Scottish Borders,utla,2021-01-27,81
E06000015,Derby,utla,2021-01-26,728
E06000038,Reading,utla,2021-01-26,707
E08000002,Bury,utla,2021-01-26,1700
E08000015,Wirral,utla,2021-01-26,8852
E08000021,Newcastle upon Tyne,utla,2021-01-26,865
E09000014,Haringey,utla,2021-01-26,1873
E09000027,Richmond upon Thames,utla,2021-01-26,2203
E10000019,Lincolnshire,utla,2021-01-26,2840
E10000028,Staffordshire,utla,2021-01-26,8656
S12000006,Dumfries and Galloway,utla,2021-01-26,125
S12000020,Moray,utla,2021-01-26,19
S12000026,Scottish Borders,utla,2021-01-26,73
E06000015,Derby,utla,2021-01-25,728
E06000038,Reading,utla,2021-01-25,705
E08000002,Bury,utla,2021-01-25,1700
E08000015,Wirral,utla,2021-01-25,8848
E08000021,Newcastle upon Tyne,utla,2021-01-25,865
E09000014,Haringey,utla,2021-01-25,1873
E09000027,Richmond upon Thames,utla,2021-01-25,2189
E10000019,Lincolnshire,utla,2021-01-25,2840
E10000028,Staffordshire,utla,2021-01-25,8654
S12000006,Dumfries and Galloway,utla,2021-01-25,114
S12000020,Moray,utla,2021-01-25,18
S12000026,Scottish Borders,utla,2021-01-25,64
E06000015,Derby,utla,2021-01-24,728
E06000038,Reading,utla,2021-01-24,661
E08000002,Bury,utla,2021-01-24,1698
E08000015,Wirral,utla,2021-01-24,8846
E08000021,Newcastle upon Tyne,utla,2021-01-24,864
E09000014,Haringey,utla,2021-01-24,1872
E09000027,Richmond upon Thames,utla,2021-01-24,2187
E10000019,Lincolnshire,utla,2021-01-24,2840
E10000028,Staffordshire,utla,2021-01-24,8648
S12000006,Dumfries and Galloway,utla,2021-01-24,106
S12000020,Moray,utla,2021-01-24,9
S12000026,Scottish Borders,utla,2021-01-24,61
E06000015,Derby,utla,2021-01-23,728
E06000038,Reading,utla,2021-01-23,660
E08000002,Bury,utla,2021-01-23,1697
E08000015,Wirral,utla,2021-01-23,8846
E08000021,Newcastle upon Tyne,utla,2021-01-23,864
E09000014,Haringey,utla,2021-01-23,1869
E09000027,Richmond upon Thames,utla,2021-01-23,2185
E10000019,Lincolnshire,utla,2021-01-23,2828
E10000028,Staffordshire,utla,2021-01-23,8647
S12000006,Dumfries and Galloway,utla,2021-01-23,77
S12000020,Moray,utla,2021-01-23,9
S12000026,Scottish Borders,utla,2021-01-23,60
E06000015,Derby,utla,2021-01-22,728
E06000038,Reading,utla,2021-01-22,659
E08000002,Bury,utla,2021-01-22,1694
E08000015,Wirral,utla,2021-01-22,8845
E08000021,Newcastle upon Tyne,utla,2021-01-22,861
E09000014,Haringey,utla,2021-01-22,1867
E09000027,Richmond upon Thames,utla,2021-01-22,2181
E10000019,Lincolnshire,utla,2021-01-22,2823
E10000028,Staffordshire,utla,2021-01-22,8646
S12000006,Dumfries and Galloway,utla,2021-01-22,62
S12000020,Moray,utla,2021-01-22,9
S12000026,Scottish Borders,utla,2021-01-22,57
E06000015,Derby,utla,2021-01-21,728
E06000038,Reading,utla,2021-01-21,658
E08000002,Bury,utla,2021-01-21,1691
E08000015,Wirral,utla,2021-01-21,8841
E08000021,Newcastle upon Tyne,utla,2021-01-21,858
E09000014,Haringey,utla,2021-01-21,1865
E09000027,Richmond upon Thames,utla,2021-01-21,2173
E10000019,Lincolnshire,utla,2021-01-21,2823
E10000028,Staffordshire,utla,2021-01-21,8644
S12000006,Dumfries and Galloway,utla,2021-01-21,53
S12000020,Moray,utla,2021-01-21,8
S12000026,Scottish Borders,utla,2021-01-21,56
E06000015,Derby,utla,2021-01-20,728
E06000038,Reading,utla,2021-01-20,657
E08000002,Bury,utla,2021-01-20,1686
E08000015,Wirral,utla,2021-01-20,8836
E08000021,Newcastle upon Tyne,utla,2021-01-20,856
E09000014,Haringey,utla,2021-01-20,1843
E09000027,Richmond upon Thames,utla,2021-01-20,2166
E10000019,Lincolnshire,utla,2021-01-20,2817
E10000028,Staffordshire,utla,2021-01-20,8634
S12000006,Dumfries and Galloway,utla,2021-01-20,48
S12000020,Moray,utla,2021-01-20,8
S12000026,Scottish Borders,utla,2021-01-20,52
E06000015,Derby,utla,2021-01-19,727
E06000038,Reading,utla,2021-01-19,655
E08000002,Bury,utla,2021-01-19,1676
E08000015,Wirral,utla,2021-01-19,8834
E08000021,Newcastle upon Tyne,utla,2021-01-19,854
E09000014,Haringey,utla,2021-01-19,1837
E09000027,Richmond upon Thames,utla,2021-01-19,2156
E10000019,Lincolnshire,utla,2021-01-19,2801
E10000028,Staffordshire,utla,2021-01-19,8631
S12000006,Dumfries and Galloway,utla,2021-01-19,41
S12000020,Moray,utla,2021-01-19,8
S12000026,Scottish Borders,utla,2021-01-19,46
E06000015,Derby,utla,2021-01-18,726
E06000038,Reading,utla,2021-01-18,655
E08000002,Bury,utla,2021-01-18,1658
E08000015,Wirral,utla,2021-01-18,8830
E08000021,Newcastle upon Tyne,utla,2021-01-18,852
E09000014,Haringey,utla,2021-01-18,1834
E09000027,Richmond upon Thames,utla,2021-01-18,2152
E10000019,Lincolnshire,utla,2021-01-18,2794
E10000028,Staffordshire,utla,2021-01-18,8621
S12000006,Dumfries and Galloway,utla,2021-01-18,37
S12000020,Moray,utla,2021-01-18,7
S12000026,Scottish Borders,utla,2021-01-18,40
E06000015,Derby,utla,2021-01-17,726
E06000038,Reading,utla,2021-01-17,655
E08000002,Bury,utla,2021-01-17,1644
E08000015,Wirral,utla,2021-01-17,8829
E08000021,Newcastle upon Tyne,utla,2021-01-17,851
E09000014,Haringey,utla,2021-01-17,1832
E09000027,Richmond upon Thames,utla,2021-01-17,2150
E10000019,Lincolnshire,utla,2021-01-17,2787
E10000028,Staffordshire,utla,2021-01-17,8615
S12000006,Dumfries and Galloway,utla,2021-01-17,24
S12000020,Moray,utla,2021-01-17,6
S12000026,Scottish Borders,utla,2021-01-17,34
E06000015,Derby,utla,2021-01-16,724
E06000038,Reading,utla,2021-01-16,655
E08000002,Bury,utla,2021-01-16,1630
E08000015,Wirral,utla,2021-01-16,8825
E08000021,Newcastle upon Tyne,utla,2021-01-16,851
E09000014,Haringey,utla,2021-01-16,1825
E09000027,Richmond upon Thames,utla,2021-01-16,2150
E10000019,Lincolnshire,utla,2021-01-16,2776
E10000028,Staffordshire,utla,2021-01-16,8611
S12000006,Dumfries and Galloway,utla,2021-01-16,22
S12000020,Moray,utla,2021-01-16,6
S12000026,Scottish Borders,utla,2021-01-16,34
E06000015,Derby,utla,2021-01-15,721
E06000038,Reading,utla,2021-01-15,654
E08000002,Bury,utla,2021-01-15,1618
E08000015,Wirral,utla,2021-01-15,8819
E08000021,Newcastle upon Tyne,utla,2021-01-15,847
E09000014,Haringey,utla,2021-01-15,1823
E09000027,Richmond upon Thames,utla,2021-01-15,2143
E10000019,Lincolnshire,utla,2021-01-15,2763
E10000028,Staffordshire,utla,2021-01-15,8607
S12000006,Dumfries and Galloway,utla,2021-01-15,21
S12000020,Moray,utla,2021-01-15,6
S12000026,Scottish Borders,utla,2021-01-15,34
E06000015,Derby,utla,2021-01-14,718
E06000038,Reading,utla,2021-01-14,652
E08000002,Bury,utla,2021-01-14,1604
E08000015,Wirral,utla,2021-01-14,8814
E08000021,Newcastle upon Tyne,utla,2021-01-14,847
E09000014,Haringey,utla,2021-01-14,1813
E09000027,Richmond upon Thames,utla,2021-01-14,2140
E10000019,Lincolnshire,utla,2021-01-14,2754
E10000028,Staffordshire,utla,2021-01-14,8591
S12000006,Dumfries and Galloway,utla,2021-01-14,19
S12000020,Moray,utla,2021-01-14,4
S12000026,Scottish Borders,utla,2021-01-14,34
E06000015,Derby,utla,2021-01-13,717
E06000038,Reading,utla,2021-01-13,645
E08000002,Bury,utla,2021-01-13,1586
E08000015,Wirral,utla,2021-01-13,8808
E08000021,Newcastle upon Tyne,utla,2021-01-13,839
E09000014,Haringey,utla,2021-01-13,1809
E09000027,Richmond upon Thames,utla,2021-01-13,2099
E10000019,Lincolnshire,utla,2021-01-13,2743
E10000028,Staffordshire,utla,2021-01-13,8577
S12000006,Dumfries and Galloway,utla,2021-01-13,18
S12000020,Moray,utla,2021-01-13,4
S12000026,Scottish Borders,utla,2021-01-13,33
E06000015,Derby,utla,2021-01-12,714
E06000038,Reading,utla,2021-01-12,644
E08000002,Bury,utla,2021-01-12,1575
E08000015,Wirral,utla,2021-01-12,8783
E08000021,Newcastle upon Tyne,utla,2021-01-12,833
E09000014,Haringey,utla,2021-01-12,1794
E09000027,Richmond upon Thames,utla,2021-01-12,2056
E10000019,Lincolnshire,utla,2021-01-12,2714
E10000028,Staffordshire,utla,2021-01-12,8564
S12000006,Dumfries and Galloway,utla,2021-01-12,14
S12000020,Moray,utla,2021-01-12,3
S12000026,Scottish Borders,utla,2021-01-12,32
E06000015,Derby,utla,2021-01-11,710
E06000038,Reading,utla,2021-01-11,641
E08000002,Bury,utla,2021-01-11,1556
E08000015,Wirral,utla,2021-01-11,8253
E08000021,Newcastle upon Tyne,utla,2021-01-11,813
E09000014,Haringey,utla,2021-01-11,1710
E09000027,Richmond upon Thames,utla,2021-01-11,2025
E10000019,Lincolnshire,utla,2021-01-11,2616
E10000028,Staffordshire,utla,2021-01-11,8550
S12000006,Dumfries and Galloway,utla,2021-01-11,12
S12000020,Moray,utla,2021-01-11,2
S12000026,Scottish Borders,utla,2021-01-11,29
E06000015,Derby,utla,2021-01-10,709
E06000038,Reading,utla,2021-01-10,633
E08000002,Bury,utla,2021-01-10,1527
E08000015,Wirral,utla,2021-01-10,7207
E08000021,Newcastle upon Tyne,utla,2021-01-10,794
E09000014,Haringey,utla,2021-01-10,1602
E09000027,Richmond upon Thames,utla,2021-01-10,1989
E10000019,Lincolnshire,utla,2021-01-10,2529
E10000028,Staffordshire,utla,2021-01-10,8402
S12000006,Dumfries and Galloway,utla,2021-01-10,12
S12000020,Moray,utla,2021-01-10,2
S12000026,Scottish Borders,utla,2021-01-10,28
E06000015,Derby,utla,2021-01-09,703
E06000038,Reading,utla,2021-01-09,626
E08000002,Bury,utla,2021-01-09,1185
E08000015,Wirral,utla,2021-01-09,6189
E08000021,Newcastle upon Tyne,utla,2021-01-09,599
E09000014,Haringey,utla,2021-01-09,1240
E09000027,Richmond upon Thames,utla,2021-01-09,1814
E10000019,Lincolnshire,utla,2021-01-09,2450
