areaCode,areaName,areaType,date,cumPeopleVaccinatedCompleteByVaccinationDate
S12000040,West Lothian,utla,2021-05-18,47534
S12000042,Dundee City,utla,2021-05-18,48011
E06000012,North East Lincolnshire,utla,2021-05-17,46455
E06000033,Southend-on-Sea,utla,2021-05-17,54699
E06000045,Southampton,utla,2021-05-17,60693
E06000054,Wiltshire,utla,2021-05-17,176095
E08000003,Manchester,utla,2021-05-17,116649
E08000030,Walsall,utla,2021-05-17,84819
E09000007,Camden,utla,2021-05-17,50020
E09000008,Croydon,utla,2021-05-17,95342
E09000013,Hammersmith and Fulham,utla,2021-05-17,36605
E10000021,Northamptonshire,utla,2021-05-17,222382
S12000014,Falkirk,utla,2021-05-17,48688
S12000030,Stirling,utla,2021-05-17,29425
S12000040,West Lothian,utla,2021-05-17,46306
S12000042,Dundee City,utla,2021-05-17,47275
E06000012,North East Lincolnshire,utla,2021-05-16,45577
E06000033,Southend-on-Sea,utla,2021-05-16,54020
E06000045,Southampton,utla,2021-05-16,60173
E06000054,Wiltshire,utla,2021-05-16,173637
E08000003,Manchester,utla,2021-05-16,115477
E08000030,Walsall,utla,2021-05-16,83121
E09000007,Camden,utla,2021-05-16,49159
E09000008,Croydon,utla,2021-05-16,93389
E09000013,Hammersmith and Fulham,utla,2021-05-16,36308
E10000021,Northamptonshire,utla,2021-05-16,220110
S12000014,Falkirk,utla,2021-05-16,47931
S12000030,Stirling,utla,2021-05-16,29027
S12000040,West Lothian,utla,2021-05-16,45051
S12000042,Dundee City,utla,2021-05-16,46315
E06000012,North East Lincolnshire,utla,2021-05-15,45262
E06000033,Southend-on-Sea,utla,2021-05-15,53661
E06000045,Southampton,utla,2021-05-15,59096
E06000054,Wiltshire,utla,2021-05-15,172694
E08000003,Manchester,utla,2021-05-15,113977
E08000030,Walsall,utla,2021-05-15,82135
E09000007,Camden,utla,2021-05-15,49022
E09000008,Croydon,utla,2021-05-15,93003
E09000013,Hammersmith and Fulham,utla,2021-05-15,35946
E10000021,Northamptonshire,utla,2021-05-15,218415
S12000014,Falkirk,utla,2021-05-15,47772
S12000030,Stirling,utla,2021-05-15,28946
S12000040,West Lothian,utla,2021-05-15,44784
S12000042,Dundee City,utla,2021-05-15,46303
E06000012,North East Lincolnshire,utla,2021-05-14,42354
E06000033,Southend-on-Sea,utla,2021-05-14,52931
E06000045,Southampton,utla,2021-05-14,56705
E06000054,Wiltshire,utla,2021-05-14,165296
E08000003,Manchester,utla,2021-05-14,112039
E08000030,Walsall,utla,2021-05-14,81011
E09000007,Camden,utla,2021-05-14,48248
E09000008,Croydon,utla,2021-05-14,92482
E09000013,Hammersmith and Fulham,utla,2021-05-14,35107
E10000021,Northamptonshire,utla,2021-05-14,215263
S12000014,Falkirk,utla,2021-05-14,47608
S12000030,Stirling,utla,2021-05-14,28423
S12000040,West Lothian,utla,2021-05-14,44479
S12000042,Dundee City,utla,2021-05-14,46138
E06000012,North East Lincolnshire,utla,2021-05-13,40856
E06000033,Southend-on-Sea,utla,2021-05-13,51987
E06000045,Southampton,utla,2021-05-13,56106
E06000054,Wiltshire,utla,2021-05-13,160748
E08000003,Manchester,utla,2021-05-13,109501
E08000030,Walsall,utla,2021-05-13,79490
E09000007,Camden,utla,2021-05-13,47559
E09000008,Croydon,utla,2021-05-13,89894
E09000013,Hammersmith and Fulham,utla,2021-05-13,33736
E10000021,Northamptonshire,utla,2021-05-13,209883
S12000014,Falkirk,utla,2021-05-13,47447
S12000030,Stirling,utla,2021-05-13,28019
S12000040,West Lothian,utla,2021-05-13,44205
S12000042,Dundee City,utla,2021-05-13,45714
E06000012,North East Lincolnshire,utla,2021-05-12,39197
E06000033,Southend-on-Sea,utla,2021-05-12,50835
E06000045,Southampton,utla,2021-05-12,55125
E06000054,Wiltshire,utla,2021-05-12,155206
E08000003,Manchester,utla,2021-05-12,107680
E08000030,Walsall,utla,2021-05-12,76435
E09000007,Camden,utla,2021-05-12,46350
E09000008,Croydon,utla,2021-05-12,87799
E09000013,Hammersmith and Fulham,utla,2021-05-12,33481
E10000021,Northamptonshire,utla,2021-05-12,200876
S12000014,Falkirk,utla,2021-05-12,47187
S12000030,Stirling,utla,2021-05-12,27556
S12000040,West Lothian,utla,2021-05-12,43913
S12000042,Dundee City,utla,2021-05-12,45075
E06000012,North East Lincolnshire,utla,2021-05-11,37770
E06000033,Southend-on-Sea,utla,2021-05-11,49587
E06000045,Southampton,utla,2021-05-11,54684
E06000054,Wiltshire,utla,2021-05-11,149453
E08000003,Manchester,utla,2021-05-11,104369
E08000030,Walsall,utla,2021-05-11,73301
E09000007,Camden,utla,2021-05-11,45155
E09000008,Croydon,utla,2021-05-11,86287
E09000013,Hammersmith and Fulham,utla,2021-05-11,32683
E10000021,Northamptonshire,utla,2021-05-11,192207
S12000014,Falkirk,utla,2021-05-11,46968
S12000030,Stirling,utla,2021-05-11,26945
S12000040,West Lothian,utla,2021-05-11,43831
S12000042,Dundee City,utla,2021-05-11,44279
E06000012,North East Lincolnshire,utla,2021-05-10,36727
E06000033,Southend-on-Sea,utla,2021-05-10,48490
E06000045,Southampton,utla,2021-05-10,53514
E06000054,Wiltshire,utla,2021-05-10,146194
E08000003,Manchester,utla,2021-05-10,102254
E08000030,Walsall,utla,2021-05-10,71825
E09000007,Camden,utla,2021-05-10,43935
E09000008,Croydon,utla,2021-05-10,84534
E09000013,Hammersmith and Fulham,utla,2021-05-10,31512
E10000021,Northamptonshire,utla,2021-05-10,189259
S12000014,Falkirk,utla,2021-05-10,46629
S12000030,Stirling,utla,2021-05-10,26200
S12000040,West Lothian,utla,2021-05-10,43665
S12000042,Dundee City,utla,2021-05-10,43458
E06000012,North East Lincolnshire,utla,2021-05-09,36488
E06000033,Southend-on-Sea,utla,2021-05-09,47388
E06000045,Southampton,utla,2021-05-09,53034
E06000054,Wiltshire,utla,2021-05-09,145107
E08000003,Manchester,utla,2021-05-09,100954
E08000030,Walsall,utla,2021-05-09,71353
E09000007,Camden,utla,2021-05-09,43593
E09000008,Croydon,utla,2021-05-09,83723
E09000013,Hammersmith and Fulham,utla,2021-05-09,30913
E10000021,Northamptonshire,utla,2021-05-09,187023
S12000014,Falkirk,utla,2021-05-09,46437
S12000030,Stirling,utla,2021-05-09,25670
S12000040,West Lothian,utla,2021-05-09,43337
S12000042,Dundee City,utla,2021-05-09,43049
E06000012,North East Lincolnshire,utla,2021-05-08,36392
E06000033,Southend-on-Sea,utla,2021-05-08,46836
E06000045,Southampton,utla,2021-05-08,51490
E06000054,Wiltshire,utla,2021-05-08,144475
E08000003,Manchester,utla,2021-05-08,99293
E08000030,Walsall,utla,2021-05-08,70990
E09000007,Camden,utla,2021-05-08,43039
E09000008,Croydon,utla,2021-05-08,83237
E09000013,Hammersmith and Fulham,utla,2021-05-08,30622
E10000021,Northamptonshire,utla,2021-05-08,185676
S12000014,Falkirk,utla,2021-05-08,46374
S12000030,Stirling,utla,2021-05-08,25628
S12000040,West Lothian,utla,2021-05-08,42885
S12000042,Dundee City,utla,2021-05-08,42822
E06000012,North East Lincolnshire,utla,2021-05-07,36229
E06000033,Southend-on-Sea,utla,2021-05-07,46232
E06000045,Southampton,utla,2021-05-07,47676
E06000054,Wiltshire,utla,2021-05-07,139921
E08000003,Manchester,utla,2021-05-07,96310
E08000030,Walsall,utla,2021-05-07,69017
E09000007,Camden,utla,2021-05-07,41810
E09000008,Croydon,utla,2021-05-07,81533
E09000013,Hammersmith and Fulham,utla,2021-05-07,29785
E10000021,Northamptonshire,utla,2021-05-07,182153
S12000014,Falkirk,utla,2021-05-07,45999
S12000030,Stirling,utla,2021-05-07,24916
S12000040,West Lothian,utla,2021-05-07,42196
S12000042,Dundee City,utla,2021-05-07,41693
E06000012,North East Lincolnshire,utla,2021-05-06,35327
E06000033,Southend-on-Sea,utla,2021-05-06,44569
E06000045,Southampton,utla,2021-05-06,46128
E06000054,Wiltshire,utla,2021-05-06,136265
E08000003,Manchester,utla,2021-05-06,93004
E08000030,Walsall,utla,2021-05-06,66939
E09000007,Camden,utla,2021-05-06,40810
E09000008,Croydon,utla,2021-05-06,78618
E09000013,Hammersmith and Fulham,utla,2021-05-06,29283
E10000021,Northamptonshire,utla,2021-05-06,176632
S12000014,Falkirk,utla,2021-05-06,45595
S12000030,Stirling,utla,2021-05-06,24502
S12000040,West Lothian,utla,2021-05-06,41392
S12000042,Dundee City,utla,2021-05-06,41015
E06000012,North East Lincolnshire,utla,2021-05-05,34335
E06000033,Southend-on-Sea,utla,2021-05-05,43188
E06000045,Southampton,utla,2021-05-05,45310
E06000054,Wiltshire,utla,2021-05-05,131596
E08000003,Manchester,utla,2021-05-05,89497
E08000030,Walsall,utla,2021-05-05,65052
E09000007,Camden,utla,2021-05-05,39653
E09000008,Croydon,utla,2021-05-05,75584
E09000013,Hammersmith and Fulham,utla,2021-05-05,28710
E10000021,Northamptonshire,utla,2021-05-05,168946
S12000014,Falkirk,utla,2021-05-05,45109
S12000030,Stirling,utla,2021-05-05,24225
S12000040,West Lothian,utla,2021-05-05,40502
S12000042,Dundee City,utla,2021-05-05,39882
E06000012,North East Lincolnshire,utla,2021-05-04,33621
E06000033,Southend-on-Sea,utla,2021-05-04,42208
E06000045,Southampton,utla,2021-05-04,44739
E06000054,Wiltshire,utla,2021-05-04,126748
E08000003,Manchester,utla,2021-05-04,87213
E08000030,Walsall,utla,2021-05-04,62114
E09000007,Camden,utla,2021-05-04,39037
E09000008,Croydon,utla,2021-05-04,73848
E09000013,Hammersmith and Fulham,utla,2021-05-04,28025
E10000021,Northamptonshire,utla,2021-05-04,164575
S12000014,Falkirk,utla,2021-05-04,43932
S12000030,Stirling,utla,2021-05-04,23873
S12000040,West Lothian,utla,2021-05-04,39262
S12000042,Dundee City,utla,2021-05-04,38922
E06000012,North East Lincolnshire,utla,2021-05-03,33409
E06000033,Southend-on-Sea,utla,2021-05-03,41939
E06000045,Southampton,utla,2021-05-03,44033
E06000054,Wiltshire,utla,2021-05-03,125022
E08000003,Manchester,utla,2021-05-03,85650
E08000030,Walsall,utla,2021-05-03,60434
E09000007,Camden,utla,2021-05-03,38547
E09000008,Croydon,utla,2021-05-03,72072
E09000013,Hammersmith and Fulham,utla,2021-05-03,26912
E10000021,Northamptonshire,utla,2021-05-03,162322
S12000014,Falkirk,utla,2021-05-03,42717
S12000030,Stirling,utla,2021-05-03,23466
S12000040,West Lothian,utla,2021-05-03,38366
S12000042,Dundee City,utla,2021-05-03,37794
E06000012,North East Lincolnshire,utla,2021-05-02,33161
E06000033,Southend-on-Sea,utla,2021-05-02,41720
E06000045,Southampton,utla,2021-05-02,43554
E06000054,Wiltshire,utla,2021-05-02,124325
E08000003,Manchester,utla,2021-05-02,85203
E08000030,Walsall,utla,2021-05-02,59986
E09000007,Camden,utla,2021-05-02,38413
E09000008,Croydon,utla,2021-05-02,71587
E09000013,Hammersmith and Fulham,utla,2021-05-02,26856
E10000021,Northamptonshire,utla,2021-05-02,161087
S12000014,Falkirk,utla,2021-05-02,41694
S12000030,Stirling,utla,2021-05-02,22889
S12000040,West Lothian,utla,2021-05-02,37669
S12000042,Dundee City,utla,2021-05-02,37205
E06000012,North East Lincolnshire,utla,2021-05-01,33076
E06000033,Southend-on-Sea,utla,2021-05-01,41541
E06000045,Southampton,utla,2021-05-01,43235
E06000054,Wiltshire,utla,2021-05-01,123599
E08000003,Manchester,utla,2021-05-01,84335
E08000030,Walsall,utla,2021-05-01,59061
E09000007,Camden,utla,2021-05-01,38311
E09000008,Croydon,utla,2021-05-01,71350
E09000013,Hammersmith and Fulham,utla,2021-05-01,26783
E10000021,Northamptonshire,utla,2021-05-01,159903
S12000014,Falkirk,utla,2021-05-01,40679
S12000030,Stirling,utla,2021-05-01,22241
S12000040,West Lothian,utla,2021-05-01,36522
S12000042,Dundee City,utla,2021-05-01,37198
E06000012,North East Lincolnshire,utla,2021-04-30,31489
E06000033,Southend-on-Sea,utla,2021-04-30,40973
E06000045,Southampton,utla,2021-04-30,42060
E06000054,Wiltshire,utla,2021-04-30,120046
E08000003,Manchester,utla,2021-04-30,82172
E08000030,Walsall,utla,2021-04-30,57146
E09000007,Camden,utla,2021-04-30,37767
E09000008,Croydon,utla,2021-04-30,70648
E09000013,Hammersmith and Fulham,utla,2021-04-30,26597
E10000021,Northamptonshire,utla,2021-04-30,156085
S12000014,Falkirk,utla,2021-04-30,39334
S12000030,Stirling,utla,2021-04-30,21521
S12000040,West Lothian,utla,2021-04-30,35084
S12000042,Dundee City,utla,2021-04-30,37155
E06000012,North East Lincolnshire,utla,2021-04-29,30394
E06000033,Southend-on-Sea,utla,2021-04-29,40354
E06000045,Southampton,utla,2021-04-29,41313
E06000054,Wiltshire,utla,2021-04-29,117100
E08000003,Manchester,utla,2021-04-29,81028
E08000030,Walsall,utla,2021-04-29,56021
E09000007,Camden,utla,2021-04-29,36489
E09000008,Croydon,utla,2021-04-29,67972
E09000013,Hammersmith and Fulham,utla,2021-04-29,25359
E10000021,Northamptonshire,utla,2021-04-29,150601
S12000014,Falkirk,utla,2021-04-29,38566
S12000030,Stirling,utla,2021-04-29,20214
S12000040,West Lothian,utla,2021-04-29,34031
S12000042,Dundee City,utla,2021-04-29,36072
E06000012,North East Lincolnshire,utla,2021-04-28,29002
E06000033,Southend-on-Sea,utla,2021-04-28,39363
E06000045,Southampton,utla,2021-04-28,40184
E06000054,Wiltshire,utla,2021-04-28,113568
E08000003,Manchester,utla,2021-04-28,79305
E08000030,Walsall,utla,2021-04-28,54082
E09000007,Camden,utla,2021-04-28,35584
E09000008,Croydon,utla,2021-04-28,65571
E09000013,Hammersmith and Fulham,utla,2021-04-28,24395
E10000021,Northamptonshire,utla,2021-04-28,142321
S12000014,Falkirk,utla,2021-04-28,37748
S12000030,Stirling,utla,2021-04-28,19383
S12000040,West Lothian,utla,2021-04-28,32833
S12000042,Dundee City,utla,2021-04-28,34970
E06000012,North East Lincolnshire,utla,2021-04-27,27547
E06000033,Southend-on-Sea,utla,2021-04-27,38573
E06000045,Southampton,utla,2021-04-27,39498
E06000054,Wiltshire,utla,2021-04-27,107344
E08000003,Manchester,utla,2021-04-27,76347
E08000030,Walsall,utla,2021-04-27,53137
E09000007,Camden,utla,2021-04-27,34345
E09000008,Croydon,utla,2021-04-27,63696
E09000013,Hammersmith and Fulham,utla,2021-04-27,23389
E10000021,Northamptonshire,utla,2021-04-27,137713
S12000014,Falkirk,utla,2021-04-27,36654
S12000030,Stirling,utla,2021-04-27,18030
S12000040,West Lothian,utla,2021-04-27,31225
S12000042,Dundee City,utla,2021-04-27,33970
E06000012,North East Lincolnshire,utla,2021-04-26,26852
E06000033,Southend-on-Sea,utla,2021-04-26,37976
E06000045,Southampton,utla,2021-04-26,37845
E06000054,Wiltshire,utla,2021-04-26,105143
E08000003,Manchester,utla,2021-04-26,73745
E08000030,Walsall,utla,2021-04-26,50890
E09000007,Camden,utla,2021-04-26,33517
E09000008,Croydon,utla,2021-04-26,61697
E09000013,Hammersmith and Fulham,utla,2021-04-26,22636
E10000021,Northamptonshire,utla,2021-04-26,135314
S12000014,Falkirk,utla,2021-04-26,35683
S12000030,Stirling,utla,2021-04-26,17042
S12000040,West Lothian,utla,2021-04-26,29490
S12000042,Dundee City,utla,2021-04-26,32949
E06000012,North East Lincolnshire,utla,2021-04-25,26749
E06000033,Southend-on-Sea,utla,2021-04-25,37373
E06000045,Southampton,utla,2021-04-25,37335
E06000054,Wiltshire,utla,2021-04-25,102589
E08000003,Manchester,utla,2021-04-25,72502
E08000030,Walsall,utla,2021-04-25,48975
E09000007,Camden,utla,2021-04-25,33111
E09000008,Croydon,utla,2021-04-25,60585
E09000013,Hammersmith and Fulham,utla,2021-04-25,22469
E10000021,Northamptonshire,utla,2021-04-25,132404
S12000014,Falkirk,utla,2021-04-25,34918
S12000030,Stirling,utla,2021-04-25,16449
S12000040,West Lothian,utla,2021-04-25,27739
S12000042,Dundee City,utla,2021-04-25,31928
E06000012,North East Lincolnshire,utla,2021-04-24,25378
E06000033,Southend-on-Sea,utla,2021-04-24,37127
E06000045,Southampton,utla,2021-04-24,36159
E06000054,Wiltshire,utla,2021-04-24,101836
E08000003,Manchester,utla,2021-04-24,70422
E08000030,Walsall,utla,2021-04-24,48657
E09000007,Camden,utla,2021-04-24,32852
E09000008,Croydon,utla,2021-04-24,59821
E09000013,Hammersmith and Fulham,utla,2021-04-24,22036
E10000021,Northamptonshire,utla,2021-04-24,130261
S12000014,Falkirk,utla,2021-04-24,33755
S12000030,Stirling,utla,2021-04-24,16411
S12000040,West Lothian,utla,2021-04-24,27336
S12000042,Dundee City,utla,2021-04-24,31459
E06000012,North East Lincolnshire,utla,2021-04-23,23302
E06000033,Southend-on-Sea,utla,2021-04-23,36363
E06000045,Southampton,utla,2021-04-23,34410
E06000054,Wiltshire,utla,2021-04-23,93864
E08000003,Manchester,utla,2021-04-23,66568
E08000030,Walsall,utla,2021-04-23,46412
E09000007,Camden,utla,2021-04-23,32140
E09000008,Croydon,utla,2021-04-23,58744
E09000013,Hammersmith and Fulham,utla,2021-04-23,21472
E10000021,Northamptonshire,utla,2021-04-23,125867
S12000014,Falkirk,utla,2021-04-23,32076
S12000030,Stirling,utla,2021-04-23,15001
S12000040,West Lothian,utla,2021-04-23,25784
S12000042,Dundee City,utla,2021-04-23,29559
E06000012,North East Lincolnshire,utla,2021-04-22,22019
E06000033,Southend-on-Sea,utla,2021-04-22,34925
E06000045,Southampton,utla,2021-04-22,33648
E06000054,Wiltshire,utla,2021-04-22,88301
E08000003,Manchester,utla,2021-04-22,65011
E08000030,Walsall,utla,2021-04-22,44314
E09000007,Camden,utla,2021-04-22,31058
E09000008,Croydon,utla,2021-04-22,56663
E09000013,Hammersmith and Fulham,utla,2021-04-22,20695
E10000021,Northamptonshire,utla,2021-04-22,118910
S12000014,Falkirk,utla,2021-04-22,30834
S12000030,Stirling,utla,2021-04-22,14603
S12000040,West Lothian,utla,2021-04-22,24667
S12000042,Dundee City,utla,2021-04-22,28625
E06000012,North East Lincolnshire,utla,2021-04-21,21043
E06000033,Southend-on-Sea,utla,2021-04-21,33021
E06000045,Southampton,utla,2021-04-21,32568
E06000054,Wiltshire,utla,2021-04-21,85717
E08000003,Manchester,utla,2021-04-21,63005
E08000030,Walsall,utla,2021-04-21,42920
E09000007,Camden,utla,2021-04-21,30297
E09000008,Croydon,utla,2021-04-21,54107
E09000013,Hammersmith and Fulham,utla,2021-04-21,20400
E10000021,Northamptonshire,utla,2021-04-21,112386
S12000014,Falkirk,utla,2021-04-21,29793
S12000030,Stirling,utla,2021-04-21,14272
S12000040,West Lothian,utla,2021-04-21,22829
S12000042,Dundee City,utla,2021-04-21,27466
E06000012,North East Lincolnshire,utla,2021-04-20,19826
E06000033,Southend-on-Sea,utla,2021-04-20,32195
E06000045,Southampton,utla,2021-04-20,31901
E06000054,Wiltshire,utla,2021-04-20,81441
E08000003,Manchester,utla,2021-04-20,61327
E08000030,Walsall,utla,2021-04-20,42524
E09000007,Camden,utla,2021-04-20,29613
E09000008,Croydon,utla,2021-04-20,51560
E09000013,Hammersmith and Fulham,utla,2021-04-20,20118
E10000021,Northamptonshire,utla,2021-04-20,108143
S12000014,Falkirk,utla,2021-04-20,28765
S12000030,Stirling,utla,2021-04-20,13558
S12000040,West Lothian,utla,2021-04-20,20754
S12000042,Dundee City,utla,2021-04-20,25974
E06000012,North East Lincolnshire,utla,2021-04-19,18926
E06000033,Southend-on-Sea,utla,2021-04-19,31847
E06000045,Southampton,utla,2021-04-19,30903
E06000054,Wiltshire,utla,2021-04-19,79499
E08000003,Manchester,utla,2021-04-19,58819
E08000030,Walsall,utla,2021-04-19,40873
E09000007,Camden,utla,2021-04-19,28990
E09000008,Croydon,utla,2021-04-19,49872
E09000013,Hammersmith and Fulham,utla,2021-04-19,19465
E10000021,Northamptonshire,utla,2021-04-19,105575
S12000014,Falkirk,utla,2021-04-19,27307
S12000030,Stirling,utla,2021-04-19,12641
S12000040,West Lothian,utla,2021-04-19,19299
S12000042,Dundee City,utla,2021-04-19,24580
E06000012,North East Lincolnshire,utla,2021-04-18,18130
E06000033,Southend-on-Sea,utla,2021-04-18,31057
E06000045,Southampton,utla,2021-04-18,30261
E06000054,Wiltshire,utla,2021-04-18,77252
E08000003,Manchester,utla,2021-04-18,57767
E08000030,Walsall,utla,2021-04-18,40472
E09000007,Camden,utla,2021-04-18,28659
E09000008,Croydon,utla,2021-04-18,48486
E09000013,Hammersmith and Fulham,utla,2021-04-18,18792
E10000021,Northamptonshire,utla,2021-04-18,103143
S12000014,Falkirk,utla,2021-04-18,26032
S12000030,Stirling,utla,2021-04-18,12392
S12000040,West Lothian,utla,2021-04-18,17666
S12000042,Dundee City,utla,2021-04-18,23398
E06000012,North East Lincolnshire,utla,2021-04-17,18108
E06000033,Southend-on-Sea,utla,2021-04-17,30157
E06000045,Southampton,utla,2021-04-17,29114
E06000054,Wiltshire,utla,2021-04-17,76193
E08000003,Manchester,utla,2021-04-17,56956
E08000030,Walsall,utla,2021-04-17,38922
E09000007,Camden,utla,2021-04-17,28440
E09000008,Croydon,utla,2021-04-17,47853
E09000013,Hammersmith and Fulham,utla,2021-04-17,18402
E10000021,Northamptonshire,utla,2021-04-17,102389
S12000014,Falkirk,utla,2021-04-17,25093
S12000030,Stirling,utla,2021-04-17,12102
S12000040,West Lothian,utla,2021-04-17,17548
S12000042,Dundee City,utla,2021-04-17,23059
E06000012,North East Lincolnshire,utla,2021-04-16,16732
E06000033,Southend-on-Sea,utla,2021-04-16,29021
E06000045,Southampton,utla,2021-04-16,27185
E06000054,Wiltshire,utla,2021-04-16,67922
E08000003,Manchester,utla,2021-04-16,54343
E08000030,Walsall,utla,2021-04-16,38140
E09000007,Camden,utla,2021-04-16,27412
E09000008,Croydon,utla,2021-04-16,46865
E09000013,Hammersmith and Fulham,utla,2021-04-16,17805
E10000021,Northamptonshire,utla,2021-04-16,97968
S12000014,Falkirk,utla,2021-04-16,24006
S12000030,Stirling,utla,2021-04-16,11399
S12000040,West Lothian,utla,2021-04-16,17523
S12000042,Dundee City,utla,2021-04-16,22362
E06000012,North East Lincolnshire,utla,2021-04-15,15612
E06000033,Southend-on-Sea,utla,2021-04-15,27739
E06000045,Southampton,utla,2021-04-15,26319
E06000054,Wiltshire,utla,2021-04-15,63613
E08000003,Manchester,utla,2021-04-15,51486
E08000030,Walsall,utla,2021-04-15,37399
E09000007,Camden,utla,2021-04-15,26220
E09000008,Croydon,utla,2021-04-15,44989
E09000013,Hammersmith and Fulham,utla,2021-04-15,16757
E10000021,Northamptonshire,utla,2021-04-15,93138
S12000014,Falkirk,utla,2021-04-15,22971
S12000030,Stirling,utla,2021-04-15,10981
S12000040,West Lothian,utla,2021-04-15,17140
S12000042,Dundee City,utla,2021-04-15,21271
E06000012,North East Lincolnshire,utla,2021-04-14,14083
E06000033,Southend-on-Sea,utla,2021-04-14,26764
E06000045,Southampton,utla,2021-04-14,25370
E06000054,Wiltshire,utla,2021-04-14,60622
E08000003,Manchester,utla,2021-04-14,46820
E08000030,Walsall,utla,2021-04-14,34997
E09000007,Camden,utla,2021-04-14,25411
E09000008,Croydon,utla,2021-04-14,42286
E09000013,Hammersmith and Fulham,utla,2021-04-14,15840
E10000021,Northamptonshire,utla,2021-04-14,87974
S12000014,Falkirk,utla,2021-04-14,21873
S12000030,Stirling,utla,2021-04-14,10557
S12000040,West Lothian,utla,2021-04-14,16569
S12000042,Dundee City,utla,2021-04-14,20221
E06000012,North East Lincolnshire,utla,2021-04-13,12754
E06000033,Southend-on-Sea,utla,2021-04-13,25503
E06000045,Southampton,utla,2021-04-13,24187
E06000054,Wiltshire,utla,2021-04-13,59622
E08000003,Manchester,utla,2021-04-13,45708
E08000030,Walsall,utla,2021-04-13,33741
E09000007,Camden,utla,2021-04-13,23828
E09000008,Croydon,utla,2021-04-13,40311
E09000013,Hammersmith and Fulham,utla,2021-04-13,15280
E10000021,Northamptonshire,utla,2021-04-13,85180
S12000014,Falkirk,utla,2021-04-13,20609
S12000030,Stirling,utla,2021-04-13,9925
S12000040,West Lothian,utla,2021-04-13,15894
S12000042,Dundee City,utla,2021-04-13,19008
E06000012,North East Lincolnshire,utla,2021-04-12,12059
E06000033,Southend-on-Sea,utla,2021-04-12,24334
E06000045,Southampton,utla,2021-04-12,23779
E06000054,Wiltshire,utla,2021-04-12,58225
E08000003,Manchester,utla,2021-04-12,43446
E08000030,Walsall,utla,2021-04-12,32554
E09000007,Camden,utla,2021-04-12,23376
E09000008,Croydon,utla,2021-04-12,38859
E09000013,Hammersmith and Fulham,utla,2021-04-12,14574
E10000021,Northamptonshire,utla,2021-04-12,82793
S12000014,Falkirk,utla,2021-04-12,19347
S12000030,Stirling,utla,2021-04-12,9613
S12000040,West Lothian,utla,2021-04-12,15234
S12000042,Dundee City,utla,2021-04-12,18337
E06000012,North East Lincolnshire,utla,2021-04-11,11784
E06000033,Southend-on-Sea,utla,2021-04-11,22934
E06000045,Southampton,utla,2021-04-11,23340
E06000054,Wiltshire,utla,2021-04-11,57274
E08000003,Manchester,utla,2021-04-11,42251
E08000030,Walsall,utla,2021-04-11,31984
E09000007,Camden,utla,2021-04-11,22946
E09000008,Croydon,utla,2021-04-11,37720
E09000013,Hammersmith and Fulham,utla,2021-04-11,14278
E10000021,Northamptonshire,utla,2021-04-11,80921
S12000014,Falkirk,utla,2021-04-11,18226
S12000030,Stirling,utla,2021-04-11,9405
S12000040,West Lothian,utla,2021-04-11,14818
S12000042,Dundee City,utla,2021-04-11,17707
E06000012,North East Lincolnshire,utla,2021-04-10,11731
E06000033,Southend-on-Sea,utla,2021-04-10,22144
E06000045,Southampton,utla,2021-04-10,23177
E06000054,Wiltshire,utla,2021-04-10,56412
E08000003,Manchester,utla,2021-04-10,40544
E08000030,Walsall,utla,2021-04-10,31552
E09000007,Camden,utla,2021-04-10,22581
E09000008,Croydon,utla,2021-04-10,36911
E09000013,Hammersmith and Fulham,utla,2021-04-10,14086
E10000021,Northamptonshire,utla,2021-04-10,80237
S12000014,Falkirk,utla,2021-04-10,17469
S12000030,Stirling,utla,2021-04-10,9174
S12000040,West Lothian,utla,2021-04-10,14342
S12000042,Dundee City,utla,2021-04-10,17700
E06000012,North East Lincolnshire,utla,2021-04-09,11144
E06000033,Southend-on-Sea,utla,2021-04-09,21017
E06000045,Southampton,utla,2021-04-09,21785
E06000054,Wiltshire,utla,2021-04-09,51815
E08000003,Manchester,utla,2021-04-09,36364
E08000030,Walsall,utla,2021-04-09,29491
E09000007,Camden,utla,2021-04-09,22043
E09000008,Croydon,utla,2021-04-09,34003
E09000013,Hammersmith and Fulham,utla,2021-04-09,13583
E10000021,Northamptonshire,utla,2021-04-09,75712
S12000014,Falkirk,utla,2021-04-09,16700
S12000030,Stirling,utla,2021-04-09,8967
S12000040,West Lothian,utla,2021-04-09,13827
S12000042,Dundee City,utla,2021-04-09,17429
E06000012,North East Lincolnshire,utla,2021-04-08,10438
E06000033,Southend-on-Sea,utla,2021-04-08,19100
E06000045,Southampton,utla,2021-04-08,20678
E06000054,Wiltshire,utla,2021-04-08,49175
E08000003,Manchester,utla,2021-04-08,32855
E08000030,Walsall,utla,2021-04-08,27721
E09000007,Camden,utla,2021-04-08,20907
E09000008,Croydon,utla,2021-04-08,31392
E09000013,Hammersmith and Fulham,utla,2021-04-08,12603
E10000021,Northamptonshire,utla,2021-04-08,71314
S12000014,Falkirk,utla,2021-04-08,15912
S12000030,Stirling,utla,2021-04-08,8430
S12000040,West Lothian,utla,2021-04-08,13534
S12000042,Dundee City,utla,2021-04-08,16925
E06000012,North East Lincolnshire,utla,2021-04-07,10031
E06000033,Southend-on-Sea,utla,2021-04-07,17076
