areaCode,areaName,areaType,date,newCasesBySpecimenDate
E06000023,"Bristol, City of",ltla,2020-05-06,22
E06000023,"Bristol, City of",ltla,2020-05-05,12
E06000023,"Bristol, City of",ltla,2020-05-04,21
E06000023,"Bristol, City of",ltla,2020-05-03,10
E06000023,"Bristol, City of",ltla,2020-05-02,13
E06000023,"Bristol, City of",ltla,2020-05-01,29
E06000023,"Bristol, City of",ltla,2020-04-30,22
E06000023,"Bristol, City of",ltla,2020-04-29,31
E06000023,"Bristol, City of",ltla,2020-04-28,34
E06000023,"Bristol, City of",ltla,2020-04-27,30
E06000023,"Bristol, City of",ltla,2020-04-26,23
E06000023,"Bristol, City of",ltla,2020-04-25,12
E06000023,"Bristol, City of",ltla,2020-04-24,39
E06000023,"Bristol, City of",ltla,2020-04-23,25
E06000023,"Bristol, City of",ltla,2020-04-22,38
E06000023,"Bristol, City of",ltla,2020-04-21,20
E06000023,"Bristol, City of",ltla,2020-04-20,21
E06000023,"Bristol, City of",ltla,2020-04-19,15
E06000023,"Bristol, City of",ltla,2020-04-18,14
E06000023,"Bristol, City of",ltla,2020-04-17,14
E06000023,"Bristol, City of",ltla,2020-04-16,28
E06000023,"Bristol, City of",ltla,2020-04-15,22
E06000023,"Bristol, City of",ltla,2020-04-14,17
E06000023,"Bristol, City of",ltla,2020-04-13,16
E06000023,"Bristol, City of",ltla,2020-04-12,15
E06000023,"Bristol, City of",ltla,2020-04-11,26
E06000023,"Bristol, City of",ltla,2020-04-10,18
E06000023,"Bristol, City of",ltla,2020-04-09,17
E06000023,"Bristol, City of",ltla,2020-04-08,28
E06000023,"Bristol, City of",ltla,2020-04-07,22
E06000023,"Bristol, City of",ltla,2020-04-06,13
E06000023,"Bristol, City of",ltla,2020-04-05,14
E06000023,"Bristol, City of",ltla,2020-04-04,10
E06000023,"Bristol, City of",ltla,2020-04-03,20
E06000023,"Bristol, City of",ltla,2020-04-02,14
E06000023,"Bristol, City of",ltla,2020-04-01,17
E06000023,"Bristol, City of",ltla,2020-03-31,18
E06000023,"Bristol, City of",ltla,2020-03-30,17
E06000023,"Bristol, City of",ltla,2020-03-29,12
E06000023,"Bristol, City of",ltla,2020-03-28,10
E06000023,"Bristol, City of",ltla,2020-03-27,13
E06000023,"Bristol, City of",ltla,2020-03-26,14
E06000023,"Bristol, City of",ltla,2020-03-25,12
E06000023,"Bristol, City of",ltla,2020-03-24,4
E06000023,"Bristol, City of",ltla,2020-03-23,10
E06000023,"Bristol, City of",ltla,2020-03-22,5
E06000023,"Bristol, City of",ltla,2020-03-21,8
E06000023,"Bristol, City of",ltla,2020-03-20,4
E06000023,"Bristol, City of",ltla,2020-03-19,2
E06000023,"Bristol, City of",ltla,2020-03-18,7
E06000023,"Bristol, City of",ltla,2020-03-17,3
E06000023,"Bristol, City of",ltla,2020-03-16,0
E06000023,"Bristol, City of",ltla,2020-03-15,1
E06000023,"Bristol, City of",ltla,2020-03-14,2
E06000023,"Bristol, City of",ltla,2020-03-13,3
E06000023,"Bristol, City of",ltla,2020-03-12,1
E06000023,"Bristol, City of",ltla,2020-03-11,0
E06000023,"Bristol, City of",ltla,2020-03-10,1
E06000023,"Bristol, City of",ltla,2020-03-09,0
E06000023,"Bristol, City of",ltla,2020-03-08,0
E06000023,"Bristol, City of",ltla,2020-03-07,1
E06000023,"Bristol, City of",ltla,2020-03-06,1
E06000023,"Bristol, City of",ltla,2020-03-05,0
E06000023,"Bristol, City of",ltla,2020-03-04,0
E06000023,"Bristol, City of",ltla,2020-03-03,1
