date,close price
01/11/2020,3168.040039
01/12/2020,3256.929932
01/01/2021,3206.199951
01/02/2021,3092.929932
01/03/2021,3094.080078
01/04/2021,3467.419922
01/05/2021,3223.070068
01/06/2021,3440.159912
01/07/2021,3327.590088
01/08/2021,3470.790039
01/09/2021,3285.040039
01/10/2021,3446.73999
18/10/2021,3446.73999
