areaCode,areaName,areaType,date,newLFDTests
E12000003,Yorkshire and The Humber,region,2021-09-29,56489
E12000003,Yorkshire and The Humber,region,2021-09-28,39959
E12000003,Yorkshire and The Humber,region,2021-09-27,60296
E12000003,Yorkshire and The Humber,region,2021-09-26,61234
E12000003,Yorkshire and The Humber,region,2021-09-25,30972
E12000003,Yorkshire and The Humber,region,2021-09-24,42044
E12000003,Yorkshire and The Humber,region,2021-09-23,53684
E12000003,Yorkshire and The Humber,region,2021-09-22,58221
E12000003,Yorkshire and The Humber,region,2021-09-21,41908
E12000003,Yorkshire and The Humber,region,2021-09-20,63729
E12000003,Yorkshire and The Humber,region,2021-09-19,66398
E12000003,Yorkshire and The Humber,region,2021-09-18,29006
E12000003,Yorkshire and The Humber,region,2021-09-17,40324
E12000003,Yorkshire and The Humber,region,2021-09-16,51869
E12000003,Yorkshire and The Humber,region,2021-09-15,62070
E12000003,Yorkshire and The Humber,region,2021-09-14,48338
E12000003,Yorkshire and The Humber,region,2021-09-13,78860
E12000003,Yorkshire and The Humber,region,2021-09-12,63761
E12000003,Yorkshire and The Humber,region,2021-09-11,30060
E12000003,Yorkshire and The Humber,region,2021-09-10,70821
E12000003,Yorkshire and The Humber,region,2021-09-09,75106
E12000003,Yorkshire and The Humber,region,2021-09-08,81924
E12000003,Yorkshire and The Humber,region,2021-09-07,83456
E12000003,Yorkshire and The Humber,region,2021-09-06,92911
E12000003,Yorkshire and The Humber,region,2021-09-05,54662
E12000003,Yorkshire and The Humber,region,2021-09-04,29633
E12000003,Yorkshire and The Humber,region,2021-09-03,66226
E12000003,Yorkshire and The Humber,region,2021-09-02,59945
E12000003,Yorkshire and The Humber,region,2021-09-01,52183
E12000003,Yorkshire and The Humber,region,2021-08-31,51993
E12000003,Yorkshire and The Humber,region,2021-08-30,39760
E12000003,Yorkshire and The Humber,region,2021-08-29,35966
E12000003,Yorkshire and The Humber,region,2021-08-28,32598
E12000003,Yorkshire and The Humber,region,2021-08-27,45116
E12000003,Yorkshire and The Humber,region,2021-08-26,49852
E12000003,Yorkshire and The Humber,region,2021-08-25,49532
E12000003,Yorkshire and The Humber,region,2021-08-24,37460
E12000003,Yorkshire and The Humber,region,2021-08-23,44765
E12000003,Yorkshire and The Humber,region,2021-08-22,34796
E12000003,Yorkshire and The Humber,region,2021-08-21,26480
E12000003,Yorkshire and The Humber,region,2021-08-20,35916
E12000003,Yorkshire and The Humber,region,2021-08-19,39674
E12000003,Yorkshire and The Humber,region,2021-08-18,38922
E12000003,Yorkshire and The Humber,region,2021-08-17,33246
E12000003,Yorkshire and The Humber,region,2021-08-16,45473
E12000003,Yorkshire and The Humber,region,2021-08-15,36639
E12000003,Yorkshire and The Humber,region,2021-08-14,26073
E12000003,Yorkshire and The Humber,region,2021-08-13,35991
E12000003,Yorkshire and The Humber,region,2021-08-12,39848
E12000003,Yorkshire and The Humber,region,2021-08-11,41397
E12000003,Yorkshire and The Humber,region,2021-08-10,35121
E12000003,Yorkshire and The Humber,region,2021-08-09,47746
E12000003,Yorkshire and The Humber,region,2021-08-08,40185
E12000003,Yorkshire and The Humber,region,2021-08-07,27235
E12000003,Yorkshire and The Humber,region,2021-08-06,38241
E12000003,Yorkshire and The Humber,region,2021-08-05,43226
E12000003,Yorkshire and The Humber,region,2021-08-04,43284
E12000003,Yorkshire and The Humber,region,2021-08-03,36047
E12000003,Yorkshire and The Humber,region,2021-08-02,49629
E12000003,Yorkshire and The Humber,region,2021-08-01,40645
E12000003,Yorkshire and The Humber,region,2021-07-31,30967
E12000003,Yorkshire and The Humber,region,2021-07-30,41203
E12000003,Yorkshire and The Humber,region,2021-07-29,45361
E12000003,Yorkshire and The Humber,region,2021-07-28,49390
E12000003,Yorkshire and The Humber,region,2021-07-27,39842
E12000003,Yorkshire and The Humber,region,2021-07-26,54032
E12000003,Yorkshire and The Humber,region,2021-07-25,52604
E12000003,Yorkshire and The Humber,region,2021-07-24,37262
E12000003,Yorkshire and The Humber,region,2021-07-23,49271
E12000003,Yorkshire and The Humber,region,2021-07-22,64692
E12000003,Yorkshire and The Humber,region,2021-07-21,65461
E12000003,Yorkshire and The Humber,region,2021-07-20,45635
E12000003,Yorkshire and The Humber,region,2021-07-19,69772
E12000003,Yorkshire and The Humber,region,2021-07-18,73560
E12000003,Yorkshire and The Humber,region,2021-07-17,34903
E12000003,Yorkshire and The Humber,region,2021-07-16,50691
E12000003,Yorkshire and The Humber,region,2021-07-15,69066
E12000003,Yorkshire and The Humber,region,2021-07-14,79773
E12000003,Yorkshire and The Humber,region,2021-07-13,51747
E12000003,Yorkshire and The Humber,region,2021-07-12,73774
E12000003,Yorkshire and The Humber,region,2021-07-11,74378
E12000003,Yorkshire and The Humber,region,2021-07-10,31490
E12000003,Yorkshire and The Humber,region,2021-07-09,42890
E12000003,Yorkshire and The Humber,region,2021-07-08,60839
E12000003,Yorkshire and The Humber,region,2021-07-07,76580
E12000003,Yorkshire and The Humber,region,2021-07-06,48392
E12000003,Yorkshire and The Humber,region,2021-07-05,74515
E12000003,Yorkshire and The Humber,region,2021-07-04,85441
E12000003,Yorkshire and The Humber,region,2021-07-03,28481
E12000003,Yorkshire and The Humber,region,2021-07-02,42113
E12000003,Yorkshire and The Humber,region,2021-07-01,63012
E12000003,Yorkshire and The Humber,region,2021-06-30,79067
E12000003,Yorkshire and The Humber,region,2021-06-29,44029
E12000003,Yorkshire and The Humber,region,2021-06-28,74145
E12000003,Yorkshire and The Humber,region,2021-06-27,86477
E12000003,Yorkshire and The Humber,region,2021-06-26,26957
E12000003,Yorkshire and The Humber,region,2021-06-25,43132
E12000003,Yorkshire and The Humber,region,2021-06-24,62657
E12000003,Yorkshire and The Humber,region,2021-06-23,76827
E12000003,Yorkshire and The Humber,region,2021-06-22,41615
E12000003,Yorkshire and The Humber,region,2021-06-21,70165
E12000003,Yorkshire and The Humber,region,2021-06-20,83517
E12000003,Yorkshire and The Humber,region,2021-06-19,23435
E12000003,Yorkshire and The Humber,region,2021-06-18,37445
E12000003,Yorkshire and The Humber,region,2021-06-17,59738
E12000003,Yorkshire and The Humber,region,2021-06-16,71955
E12000003,Yorkshire and The Humber,region,2021-06-15,39735
E12000003,Yorkshire and The Humber,region,2021-06-14,69295
E12000003,Yorkshire and The Humber,region,2021-06-13,78780
E12000003,Yorkshire and The Humber,region,2021-06-12,21473
E12000003,Yorkshire and The Humber,region,2021-06-11,35191
E12000003,Yorkshire and The Humber,region,2021-06-10,55326
E12000003,Yorkshire and The Humber,region,2021-06-09,71757
E12000003,Yorkshire and The Humber,region,2021-06-08,36970
E12000003,Yorkshire and The Humber,region,2021-06-07,66995
E12000003,Yorkshire and The Humber,region,2021-06-06,96081
E12000003,Yorkshire and The Humber,region,2021-06-05,21658
E12000003,Yorkshire and The Humber,region,2021-06-04,33326
E12000003,Yorkshire and The Humber,region,2021-06-03,45836
E12000003,Yorkshire and The Humber,region,2021-06-02,52807
E12000003,Yorkshire and The Humber,region,2021-06-01,41474
E12000003,Yorkshire and The Humber,region,2021-05-31,43657
E12000003,Yorkshire and The Humber,region,2021-05-30,43205
E12000003,Yorkshire and The Humber,region,2021-05-29,20541
E12000003,Yorkshire and The Humber,region,2021-05-28,34848
E12000003,Yorkshire and The Humber,region,2021-05-27,57311
E12000003,Yorkshire and The Humber,region,2021-05-26,79827
E12000003,Yorkshire and The Humber,region,2021-05-25,41393
E12000003,Yorkshire and The Humber,region,2021-05-24,71456
E12000003,Yorkshire and The Humber,region,2021-05-23,94988
E12000003,Yorkshire and The Humber,region,2021-05-22,23037
E12000003,Yorkshire and The Humber,region,2021-05-21,37311
E12000003,Yorkshire and The Humber,region,2021-05-20,64332
E12000003,Yorkshire and The Humber,region,2021-05-19,84863
E12000003,Yorkshire and The Humber,region,2021-05-18,40943
E12000003,Yorkshire and The Humber,region,2021-05-17,75633
E12000003,Yorkshire and The Humber,region,2021-05-16,94830
E12000003,Yorkshire and The Humber,region,2021-05-15,19846
E12000003,Yorkshire and The Humber,region,2021-05-14,35154
E12000003,Yorkshire and The Humber,region,2021-05-13,63755
E12000003,Yorkshire and The Humber,region,2021-05-12,87213
E12000003,Yorkshire and The Humber,region,2021-05-11,39751
E12000003,Yorkshire and The Humber,region,2021-05-10,75437
E12000003,Yorkshire and The Humber,region,2021-05-09,110786
E12000003,Yorkshire and The Humber,region,2021-05-08,22464
E12000003,Yorkshire and The Humber,region,2021-05-07,38221
E12000003,Yorkshire and The Humber,region,2021-05-06,69508
E12000003,Yorkshire and The Humber,region,2021-05-05,91807
E12000003,Yorkshire and The Humber,region,2021-05-04,61908
E12000003,Yorkshire and The Humber,region,2021-05-03,91976
E12000003,Yorkshire and The Humber,region,2021-05-02,71091
E12000003,Yorkshire and The Humber,region,2021-05-01,22596
E12000003,Yorkshire and The Humber,region,2021-04-30,36711
E12000003,Yorkshire and The Humber,region,2021-04-29,71764
E12000003,Yorkshire and The Humber,region,2021-04-28,104295
E12000003,Yorkshire and The Humber,region,2021-04-27,44213
E12000003,Yorkshire and The Humber,region,2021-04-26,81801
E12000003,Yorkshire and The Humber,region,2021-04-25,125614
E12000003,Yorkshire and The Humber,region,2021-04-24,22494
E12000003,Yorkshire and The Humber,region,2021-04-23,38410
E12000003,Yorkshire and The Humber,region,2021-04-22,75397
E12000003,Yorkshire and The Humber,region,2021-04-21,108487
E12000003,Yorkshire and The Humber,region,2021-04-20,44569
E12000003,Yorkshire and The Humber,region,2021-04-19,83716
E12000003,Yorkshire and The Humber,region,2021-04-18,137834
E12000003,Yorkshire and The Humber,region,2021-04-17,21918
E12000003,Yorkshire and The Humber,region,2021-04-16,38614
E12000003,Yorkshire and The Humber,region,2021-04-15,72943
E12000003,Yorkshire and The Humber,region,2021-04-14,99403
E12000003,Yorkshire and The Humber,region,2021-04-13,41356
E12000003,Yorkshire and The Humber,region,2021-04-12,74803
E12000003,Yorkshire and The Humber,region,2021-04-11,130808
E12000003,Yorkshire and The Humber,region,2021-04-10,20293
E12000003,Yorkshire and The Humber,region,2021-04-09,34634
E12000003,Yorkshire and The Humber,region,2021-04-08,59743
E12000003,Yorkshire and The Humber,region,2021-04-07,76892
E12000003,Yorkshire and The Humber,region,2021-04-06,42806
E12000003,Yorkshire and The Humber,region,2021-04-05,59901
E12000003,Yorkshire and The Humber,region,2021-04-04,71281
E12000003,Yorkshire and The Humber,region,2021-04-03,17561
E12000003,Yorkshire and The Humber,region,2021-04-02,27172
E12000003,Yorkshire and The Humber,region,2021-04-01,62555
E12000003,Yorkshire and The Humber,region,2021-03-31,89890
E12000003,Yorkshire and The Humber,region,2021-03-30,24612
E12000003,Yorkshire and The Humber,region,2021-03-29,25799
E12000003,Yorkshire and The Humber,region,2021-03-28,171897
E12000003,Yorkshire and The Humber,region,2021-03-27,17791
E12000003,Yorkshire and The Humber,region,2021-03-26,40296
E12000003,Yorkshire and The Humber,region,2021-03-25,84122
E12000003,Yorkshire and The Humber,region,2021-03-24,145461
E12000003,Yorkshire and The Humber,region,2021-03-23,48442
E12000003,Yorkshire and The Humber,region,2021-03-22,94017
E12000003,Yorkshire and The Humber,region,2021-03-21,165160
E12000003,Yorkshire and The Humber,region,2021-03-20,18069
E12000003,Yorkshire and The Humber,region,2021-03-19,56159
E12000003,Yorkshire and The Humber,region,2021-03-18,104284
E12000003,Yorkshire and The Humber,region,2021-03-17,125653
E12000003,Yorkshire and The Humber,region,2021-03-16,94188
E12000003,Yorkshire and The Humber,region,2021-03-15,138320
E12000003,Yorkshire and The Humber,region,2021-03-14,76548
E12000003,Yorkshire and The Humber,region,2021-03-13,14844
E12000003,Yorkshire and The Humber,region,2021-03-12,108361
E12000003,Yorkshire and The Humber,region,2021-03-11,126564
E12000003,Yorkshire and The Humber,region,2021-03-10,119173
E12000003,Yorkshire and The Humber,region,2021-03-09,107266
E12000003,Yorkshire and The Humber,region,2021-03-08,135024
E12000003,Yorkshire and The Humber,region,2021-03-07,59839
E12000003,Yorkshire and The Humber,region,2021-03-06,12931
E12000003,Yorkshire and The Humber,region,2021-03-05,66286
E12000003,Yorkshire and The Humber,region,2021-03-04,71977
E12000003,Yorkshire and The Humber,region,2021-03-03,53289
E12000003,Yorkshire and The Humber,region,2021-03-02,37048
E12000003,Yorkshire and The Humber,region,2021-03-01,55129
E12000003,Yorkshire and The Humber,region,2021-02-28,34573
E12000003,Yorkshire and The Humber,region,2021-02-27,8967
E12000003,Yorkshire and The Humber,region,2021-02-26,27643
E12000003,Yorkshire and The Humber,region,2021-02-25,38762
E12000003,Yorkshire and The Humber,region,2021-02-24,41788
E12000003,Yorkshire and The Humber,region,2021-02-23,28659
E12000003,Yorkshire and The Humber,region,2021-02-22,47877
E12000003,Yorkshire and The Humber,region,2021-02-21,35918
E12000003,Yorkshire and The Humber,region,2021-02-20,8768
E12000003,Yorkshire and The Humber,region,2021-02-19,18566
E12000003,Yorkshire and The Humber,region,2021-02-18,21259
E12000003,Yorkshire and The Humber,region,2021-02-17,21867
E12000003,Yorkshire and The Humber,region,2021-02-16,18036
E12000003,Yorkshire and The Humber,region,2021-02-15,25797
E12000003,Yorkshire and The Humber,region,2021-02-14,19006
E12000003,Yorkshire and The Humber,region,2021-02-13,7835
E12000003,Yorkshire and The Humber,region,2021-02-12,24072
E12000003,Yorkshire and The Humber,region,2021-02-11,36449
E12000003,Yorkshire and The Humber,region,2021-02-10,41189
E12000003,Yorkshire and The Humber,region,2021-02-09,25215
E12000003,Yorkshire and The Humber,region,2021-02-08,42996
E12000003,Yorkshire and The Humber,region,2021-02-07,35315
E12000003,Yorkshire and The Humber,region,2021-02-06,8136
E12000003,Yorkshire and The Humber,region,2021-02-05,25358
E12000003,Yorkshire and The Humber,region,2021-02-04,37023
E12000003,Yorkshire and The Humber,region,2021-02-03,43708
E12000003,Yorkshire and The Humber,region,2021-02-02,17906
E12000003,Yorkshire and The Humber,region,2021-02-01,43528
E12000003,Yorkshire and The Humber,region,2021-01-31,33813
E12000003,Yorkshire and The Humber,region,2021-01-30,7561
E12000003,Yorkshire and The Humber,region,2021-01-29,22630
E12000003,Yorkshire and The Humber,region,2021-01-28,31189
E12000003,Yorkshire and The Humber,region,2021-01-27,33542
E12000003,Yorkshire and The Humber,region,2021-01-26,23021
E12000003,Yorkshire and The Humber,region,2021-01-25,33678
E12000003,Yorkshire and The Humber,region,2021-01-24,12443
E12000003,Yorkshire and The Humber,region,2021-01-23,5874
E12000003,Yorkshire and The Humber,region,2021-01-22,17145
E12000003,Yorkshire and The Humber,region,2021-01-21,18163
E12000003,Yorkshire and The Humber,region,2021-01-20,17455
E12000003,Yorkshire and The Humber,region,2021-01-19,18070
E12000003,Yorkshire and The Humber,region,2021-01-18,24684
E12000003,Yorkshire and The Humber,region,2021-01-17,6161
E12000003,Yorkshire and The Humber,region,2021-01-16,4325
E12000003,Yorkshire and The Humber,region,2021-01-15,8684
E12000003,Yorkshire and The Humber,region,2021-01-14,9035
E12000003,Yorkshire and The Humber,region,2021-01-13,11597
E12000003,Yorkshire and The Humber,region,2021-01-12,12449
E12000003,Yorkshire and The Humber,region,2021-01-11,15727
E12000003,Yorkshire and The Humber,region,2021-01-10,4008
E12000003,Yorkshire and The Humber,region,2021-01-09,3279
E12000003,Yorkshire and The Humber,region,2021-01-08,8803
E12000003,Yorkshire and The Humber,region,2021-01-07,8135
E12000003,Yorkshire and The Humber,region,2021-01-06,7037
E12000003,Yorkshire and The Humber,region,2021-01-05,6522
E12000003,Yorkshire and The Humber,region,2021-01-04,7296
E12000003,Yorkshire and The Humber,region,2021-01-03,2995
E12000003,Yorkshire and The Humber,region,2021-01-02,2294
E12000003,Yorkshire and The Humber,region,2021-01-01,1272
E12000003,Yorkshire and The Humber,region,2020-12-31,2919
E12000003,Yorkshire and The Humber,region,2020-12-30,3286
E12000003,Yorkshire and The Humber,region,2020-12-29,2966
E12000003,Yorkshire and The Humber,region,2020-12-28,1890
E12000003,Yorkshire and The Humber,region,2020-12-27,716
E12000003,Yorkshire and The Humber,region,2020-12-26,463
E12000003,Yorkshire and The Humber,region,2020-12-25,380
E12000003,Yorkshire and The Humber,region,2020-12-24,1223
E12000003,Yorkshire and The Humber,region,2020-12-23,4490
E12000003,Yorkshire and The Humber,region,2020-12-22,3250
E12000003,Yorkshire and The Humber,region,2020-12-21,2671
E12000003,Yorkshire and The Humber,region,2020-12-20,1857
E12000003,Yorkshire and The Humber,region,2020-12-19,1495
E12000003,Yorkshire and The Humber,region,2020-12-18,1673
E12000003,Yorkshire and The Humber,region,2020-12-17,688
E12000003,Yorkshire and The Humber,region,2020-12-16,489
E12000003,Yorkshire and The Humber,region,2020-12-15,419
E12000003,Yorkshire and The Humber,region,2020-12-14,1335
E12000003,Yorkshire and The Humber,region,2020-12-13,303
E12000003,Yorkshire and The Humber,region,2020-12-12,171
E12000003,Yorkshire and The Humber,region,2020-12-11,1644
E12000003,Yorkshire and The Humber,region,2020-12-10,894
E12000003,Yorkshire and The Humber,region,2020-12-09,4530
E12000003,Yorkshire and The Humber,region,2020-12-08,3146
E12000003,Yorkshire and The Humber,region,2020-12-07,2720
E12000003,Yorkshire and The Humber,region,2020-12-06,2464
E12000003,Yorkshire and The Humber,region,2020-12-05,2590
E12000003,Yorkshire and The Humber,region,2020-12-04,3848
E12000003,Yorkshire and The Humber,region,2020-12-03,3405
E12000003,Yorkshire and The Humber,region,2020-12-02,2407
E12000003,Yorkshire and The Humber,region,2020-12-01,2259
E12000003,Yorkshire and The Humber,region,2020-11-30,2617
E12000003,Yorkshire and The Humber,region,2020-11-29,48
E12000003,Yorkshire and The Humber,region,2020-11-28,38
E12000003,Yorkshire and The Humber,region,2020-11-27,240
E12000003,Yorkshire and The Humber,region,2020-11-26,117
E12000003,Yorkshire and The Humber,region,2020-11-25,40
E12000003,Yorkshire and The Humber,region,2020-11-24,41
E12000003,Yorkshire and The Humber,region,2020-11-23,40
E12000003,Yorkshire and The Humber,region,2020-11-22,5
E12000003,Yorkshire and The Humber,region,2020-11-21,11
E12000003,Yorkshire and The Humber,region,2020-11-20,24
E12000003,Yorkshire and The Humber,region,2020-11-19,9
E12000003,Yorkshire and The Humber,region,2020-11-18,15
E12000003,Yorkshire and The Humber,region,2020-11-17,25
E12000003,Yorkshire and The Humber,region,2020-11-16,12
E12000003,Yorkshire and The Humber,region,2020-11-15,7
E12000003,Yorkshire and The Humber,region,2020-11-14,7
E12000003,Yorkshire and The Humber,region,2020-11-13,22
E12000003,Yorkshire and The Humber,region,2020-11-12,24
E12000003,Yorkshire and The Humber,region,2020-11-11,18
E12000003,Yorkshire and The Humber,region,2020-11-10,34
E12000003,Yorkshire and The Humber,region,2020-11-09,24
E12000003,Yorkshire and The Humber,region,2020-11-08,17
E12000003,Yorkshire and The Humber,region,2020-11-07,29
E12000003,Yorkshire and The Humber,region,2020-11-06,28
E12000004,East Midlands,region,2021-10-03,59842
E12000004,East Midlands,region,2021-10-02,28616
E12000004,East Midlands,region,2021-10-01,38342
E12000004,East Midlands,region,2021-09-30,52350
E12000004,East Midlands,region,2021-09-29,65511
E12000004,East Midlands,region,2021-09-28,40534
E12000004,East Midlands,region,2021-09-27,63106
E12000004,East Midlands,region,2021-09-26,71391
E12000004,East Midlands,region,2021-09-25,33247
E12000004,East Midlands,region,2021-09-24,43494
E12000004,East Midlands,region,2021-09-23,55737
E12000004,East Midlands,region,2021-09-22,64103
E12000004,East Midlands,region,2021-09-21,41616
E12000004,East Midlands,region,2021-09-20,63904
E12000004,East Midlands,region,2021-09-19,76306
E12000004,East Midlands,region,2021-09-18,28469
E12000004,East Midlands,region,2021-09-17,39378
E12000004,East Midlands,region,2021-09-16,56797
E12000004,East Midlands,region,2021-09-15,68396
E12000004,East Midlands,region,2021-09-14,42213
E12000004,East Midlands,region,2021-09-13,68733
E12000004,East Midlands,region,2021-09-12,73916
E12000004,East Midlands,region,2021-09-11,30717
E12000004,East Midlands,region,2021-09-10,58052
E12000004,East Midlands,region,2021-09-09,74615
E12000004,East Midlands,region,2021-09-08,82834
E12000004,East Midlands,region,2021-09-07,72389
E12000004,East Midlands,region,2021-09-06,102652
E12000004,East Midlands,region,2021-09-05,66294
E12000004,East Midlands,region,2021-09-04,30563
E12000004,East Midlands,region,2021-09-03,72541
E12000004,East Midlands,region,2021-09-02,72774
E12000004,East Midlands,region,2021-09-01,71699
E12000004,East Midlands,region,2021-08-31,65232
E12000004,East Midlands,region,2021-08-30,46638
E12000004,East Midlands,region,2021-08-29,37373
E12000004,East Midlands,region,2021-08-28,29460
E12000004,East Midlands,region,2021-08-27,49881
E12000004,East Midlands,region,2021-08-26,56762
E12000004,East Midlands,region,2021-08-25,55241
E12000004,East Midlands,region,2021-08-24,43311
E12000004,East Midlands,region,2021-08-23,48936
E12000004,East Midlands,region,2021-08-22,40837
E12000004,East Midlands,region,2021-08-21,25736
E12000004,East Midlands,region,2021-08-20,34576
E12000004,East Midlands,region,2021-08-19,40379
E12000004,East Midlands,region,2021-08-18,40514
E12000004,East Midlands,region,2021-08-17,33951
E12000004,East Midlands,region,2021-08-16,46247
E12000004,East Midlands,region,2021-08-15,38731
E12000004,East Midlands,region,2021-08-14,30288
E12000004,East Midlands,region,2021-08-13,39778
E12000004,East Midlands,region,2021-08-12,42178
E12000004,East Midlands,region,2021-08-11,44747
E12000004,East Midlands,region,2021-08-10,36739
E12000004,East Midlands,region,2021-08-09,47899
E12000004,East Midlands,region,2021-08-08,41216
E12000004,East Midlands,region,2021-08-07,27883
E12000004,East Midlands,region,2021-08-06,41807
E12000004,East Midlands,region,2021-08-05,45816
E12000004,East Midlands,region,2021-08-04,43525
E12000004,East Midlands,region,2021-08-03,36168
E12000004,East Midlands,region,2021-08-02,48771
E12000004,East Midlands,region,2021-08-01,42123
E12000004,East Midlands,region,2021-07-31,29910
E12000004,East Midlands,region,2021-07-30,39707
E12000004,East Midlands,region,2021-07-29,44975
E12000004,East Midlands,region,2021-07-28,48609
E12000004,East Midlands,region,2021-07-27,38716
E12000004,East Midlands,region,2021-07-26,53538
E12000004,East Midlands,region,2021-07-25,50893
E12000004,East Midlands,region,2021-07-24,32649
E12000004,East Midlands,region,2021-07-23,45259
E12000004,East Midlands,region,2021-07-22,55481
E12000004,East Midlands,region,2021-07-21,60629
E12000004,East Midlands,region,2021-07-20,43313
E12000004,East Midlands,region,2021-07-19,66309
E12000004,East Midlands,region,2021-07-18,72815
E12000004,East Midlands,region,2021-07-17,33379
E12000004,East Midlands,region,2021-07-16,47130
E12000004,East Midlands,region,2021-07-15,67095
E12000004,East Midlands,region,2021-07-14,74949
E12000004,East Midlands,region,2021-07-13,45625
E12000004,East Midlands,region,2021-07-12,67962
E12000004,East Midlands,region,2021-07-11,71482
E12000004,East Midlands,region,2021-07-10,28664
E12000004,East Midlands,region,2021-07-09,40923
E12000004,East Midlands,region,2021-07-08,61122
E12000004,East Midlands,region,2021-07-07,77598
E12000004,East Midlands,region,2021-07-06,46872
E12000004,East Midlands,region,2021-07-05,73038
E12000004,East Midlands,region,2021-07-04,89454
E12000004,East Midlands,region,2021-07-03,27692
E12000004,East Midlands,region,2021-07-02,40447
E12000004,East Midlands,region,2021-07-01,63302
E12000004,East Midlands,region,2021-06-30,81478
E12000004,East Midlands,region,2021-06-29,42185
E12000004,East Midlands,region,2021-06-28,73834
E12000004,East Midlands,region,2021-06-27,90598
E12000004,East Midlands,region,2021-06-26,24280
E12000004,East Midlands,region,2021-06-25,38537
E12000004,East Midlands,region,2021-06-24,62351
E12000004,East Midlands,region,2021-06-23,77791
E12000004,East Midlands,region,2021-06-22,41544
E12000004,East Midlands,region,2021-06-21,69412
E12000004,East Midlands,region,2021-06-20,91253
E12000004,East Midlands,region,2021-06-19,22654
E12000004,East Midlands,region,2021-06-18,38702
E12000004,East Midlands,region,2021-06-17,62109
E12000004,East Midlands,region,2021-06-16,77543
E12000004,East Midlands,region,2021-06-15,39485
E12000004,East Midlands,region,2021-06-14,70008
E12000004,East Midlands,region,2021-06-13,86833
E12000004,East Midlands,region,2021-06-12,21740
E12000004,East Midlands,region,2021-06-11,35506
E12000004,East Midlands,region,2021-06-10,58841
E12000004,East Midlands,region,2021-06-09,80221
E12000004,East Midlands,region,2021-06-08,35600
E12000004,East Midlands,region,2021-06-07,66976
E12000004,East Midlands,region,2021-06-06,110301
E12000004,East Midlands,region,2021-06-05,21948
E12000004,East Midlands,region,2021-06-04,33980
E12000004,East Midlands,region,2021-06-03,47669
E12000004,East Midlands,region,2021-06-02,57737
E12000004,East Midlands,region,2021-06-01,40791
E12000004,East Midlands,region,2021-05-31,46365
E12000004,East Midlands,region,2021-05-30,49475
E12000004,East Midlands,region,2021-05-29,20891
E12000004,East Midlands,region,2021-05-28,35394
E12000004,East Midlands,region,2021-05-27,61535
E12000004,East Midlands,region,2021-05-26,88811
E12000004,East Midlands,region,2021-05-25,41238
E12000004,East Midlands,region,2021-05-24,74183
E12000004,East Midlands,region,2021-05-23,107501
E12000004,East Midlands,region,2021-05-22,23412
E12000004,East Midlands,region,2021-05-21,38005
E12000004,East Midlands,region,2021-05-20,68721
E12000004,East Midlands,region,2021-05-19,95448
E12000004,East Midlands,region,2021-05-18,41324
E12000004,East Midlands,region,2021-05-17,78889
E12000004,East Midlands,region,2021-05-16,106557
E12000004,East Midlands,region,2021-05-15,20457
E12000004,East Midlands,region,2021-05-14,38968
E12000004,East Midlands,region,2021-05-13,71240
E12000004,East Midlands,region,2021-05-12,97712
E12000004,East Midlands,region,2021-05-11,40018
E12000004,East Midlands,region,2021-05-10,77372
E12000004,East Midlands,region,2021-05-09,122112
E12000004,East Midlands,region,2021-05-08,21788
E12000004,East Midlands,region,2021-05-07,38682
E12000004,East Midlands,region,2021-05-06,71861
E12000004,East Midlands,region,2021-05-05,100501
E12000004,East Midlands,region,2021-05-04,61234
E12000004,East Midlands,region,2021-05-03,95319
E12000004,East Midlands,region,2021-05-02,79883
E12000004,East Midlands,region,2021-05-01,21688
E12000004,East Midlands,region,2021-04-30,36607
E12000004,East Midlands,region,2021-04-29,74436
E12000004,East Midlands,region,2021-04-28,113180
E12000004,East Midlands,region,2021-04-27,43613
E12000004,East Midlands,region,2021-04-26,82038
E12000004,East Midlands,region,2021-04-25,138243
E12000004,East Midlands,region,2021-04-24,22799
E12000004,East Midlands,region,2021-04-23,37400
E12000004,East Midlands,region,2021-04-22,78357
E12000004,East Midlands,region,2021-04-21,116403
E12000004,East Midlands,region,2021-04-20,41477
E12000004,East Midlands,region,2021-04-19,82271
E12000004,East Midlands,region,2021-04-18,154653
E12000004,East Midlands,region,2021-04-17,21400
E12000004,East Midlands,region,2021-04-16,37393
E12000004,East Midlands,region,2021-04-15,71098
E12000004,East Midlands,region,2021-04-14,98389
E12000004,East Midlands,region,2021-04-13,38714
E12000004,East Midlands,region,2021-04-12,70615
E12000004,East Midlands,region,2021-04-11,119782
E12000004,East Midlands,region,2021-04-10,20704
E12000004,East Midlands,region,2021-04-09,34460
E12000004,East Midlands,region,2021-04-08,61725
E12000004,East Midlands,region,2021-04-07,83841
E12000004,East Midlands,region,2021-04-06,39787
E12000004,East Midlands,region,2021-04-05,63784
E12000004,East Midlands,region,2021-04-04,76938
E12000004,East Midlands,region,2021-04-03,18067
E12000004,East Midlands,region,2021-04-02,27191
E12000004,East Midlands,region,2021-04-01,66179
E12000004,East Midlands,region,2021-03-31,101711
E12000004,East Midlands,region,2021-03-30,26123
E12000004,East Midlands,region,2021-03-29,26114
E12000004,East Midlands,region,2021-03-28,195782
E12000004,East Midlands,region,2021-03-27,17274
E12000004,East Midlands,region,2021-03-26,40380
E12000004,East Midlands,region,2021-03-25,86918
E12000004,East Midlands,region,2021-03-24,149647
E12000004,East Midlands,region,2021-03-23,48759
