areaCode,areaName,areaType,date,age,VaccineRegisterPopulationByVaccinationDate,cumPeopleVaccinatedCompleteByVaccinationDate,newPeopleVaccinatedCompleteByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationCompleteCoverageByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage
E06000023,"Bristol, City of",utla,2021-08-25,80_84,8187.0,7716.0,1.0,7792.0,0.0,7716.0,1.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-25,85_89,5090.0,4785.0,0.0,4847.0,0.0,4785.0,0.0,95.2,94.0,94.0
E06000023,"Bristol, City of",utla,2021-08-25,90+,2927.0,2756.0,0.0,2787.0,0.0,2756.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-24,16_17,10169.0,913.0,25.0,3253.0,105.0,913.0,25.0,32.0,9.0,9.0
E06000023,"Bristol, City of",utla,2021-08-24,18_24,63771.0,21851.0,703.0,41899.0,75.0,21851.0,703.0,65.7,34.3,34.3
E06000023,"Bristol, City of",utla,2021-08-24,25_29,53656.0,22214.0,537.0,35043.0,41.0,22214.0,537.0,65.3,41.4,41.4
E06000023,"Bristol, City of",utla,2021-08-24,30_34,53303.0,27616.0,316.0,36033.0,30.0,27616.0,316.0,67.6,51.8,51.8
E06000023,"Bristol, City of",utla,2021-08-24,35_39,46044.0,26763.0,149.0,32161.0,17.0,26763.0,149.0,69.8,58.1,58.1
E06000023,"Bristol, City of",utla,2021-08-24,40_44,37480.0,25334.0,29.0,27680.0,9.0,25334.0,29.0,73.9,67.6,67.6
E06000023,"Bristol, City of",utla,2021-08-24,45_49,31545.0,23267.0,16.0,24852.0,1.0,23267.0,16.0,78.8,73.8,73.8
E06000023,"Bristol, City of",utla,2021-08-24,50_54,29501.0,23671.0,7.0,24688.0,2.0,23671.0,7.0,83.7,80.2,80.2
E06000023,"Bristol, City of",utla,2021-08-24,55_59,27546.0,22938.0,5.0,23804.0,4.0,22938.0,5.0,86.4,83.3,83.3
E06000023,"Bristol, City of",utla,2021-08-24,60_64,22137.0,18992.0,1.0,19677.0,1.0,18992.0,1.0,88.9,85.8,85.8
E06000023,"Bristol, City of",utla,2021-08-24,65_69,17977.0,16058.0,3.0,16364.0,0.0,16058.0,3.0,91.0,89.3,89.3
E06000023,"Bristol, City of",utla,2021-08-24,70_74,16550.0,15281.0,1.0,15465.0,1.0,15281.0,1.0,93.4,92.3,92.3
E06000023,"Bristol, City of",utla,2021-08-24,75_79,11602.0,10841.0,1.0,10950.0,1.0,10841.0,1.0,94.4,93.4,93.4
E06000023,"Bristol, City of",utla,2021-08-24,80_84,8187.0,7715.0,0.0,7792.0,0.0,7715.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-24,85_89,5090.0,4785.0,0.0,4847.0,0.0,4785.0,0.0,95.2,94.0,94.0
E06000023,"Bristol, City of",utla,2021-08-24,90+,2927.0,2756.0,0.0,2787.0,0.0,2756.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-23,16_17,10169.0,888.0,22.0,3148.0,121.0,888.0,22.0,31.0,8.7,8.7
E06000023,"Bristol, City of",utla,2021-08-23,18_24,63771.0,21148.0,796.0,41824.0,43.0,21148.0,796.0,65.6,33.2,33.2
E06000023,"Bristol, City of",utla,2021-08-23,25_29,53656.0,21677.0,666.0,35002.0,18.0,21677.0,666.0,65.2,40.4,40.4
E06000023,"Bristol, City of",utla,2021-08-23,30_34,53303.0,27300.0,329.0,36003.0,15.0,27300.0,329.0,67.5,51.2,51.2
E06000023,"Bristol, City of",utla,2021-08-23,35_39,46044.0,26614.0,154.0,32144.0,16.0,26614.0,154.0,69.8,57.8,57.8
E06000023,"Bristol, City of",utla,2021-08-23,40_44,37480.0,25305.0,39.0,27671.0,7.0,25305.0,39.0,73.8,67.5,67.5
E06000023,"Bristol, City of",utla,2021-08-23,45_49,31545.0,23251.0,14.0,24851.0,5.0,23251.0,14.0,78.8,73.7,73.7
E06000023,"Bristol, City of",utla,2021-08-23,50_54,29501.0,23664.0,6.0,24686.0,4.0,23664.0,6.0,83.7,80.2,80.2
E06000023,"Bristol, City of",utla,2021-08-23,55_59,27546.0,22933.0,4.0,23800.0,0.0,22933.0,4.0,86.4,83.3,83.3
E06000023,"Bristol, City of",utla,2021-08-23,60_64,22137.0,18991.0,6.0,19676.0,0.0,18991.0,6.0,88.9,85.8,85.8
E06000023,"Bristol, City of",utla,2021-08-23,65_69,17977.0,16055.0,1.0,16364.0,0.0,16055.0,1.0,91.0,89.3,89.3
E06000023,"Bristol, City of",utla,2021-08-23,70_74,16550.0,15280.0,0.0,15464.0,0.0,15280.0,0.0,93.4,92.3,92.3
E06000023,"Bristol, City of",utla,2021-08-23,75_79,11602.0,10840.0,1.0,10949.0,1.0,10840.0,1.0,94.4,93.4,93.4
E06000023,"Bristol, City of",utla,2021-08-23,80_84,8187.0,7715.0,1.0,7792.0,1.0,7715.0,1.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-23,85_89,5090.0,4785.0,0.0,4847.0,0.0,4785.0,0.0,95.2,94.0,94.0
E06000023,"Bristol, City of",utla,2021-08-23,90+,2927.0,2756.0,0.0,2787.0,0.0,2756.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-22,16_17,10169.0,866.0,8.0,3027.0,73.0,866.0,8.0,29.8,8.5,8.5
E06000023,"Bristol, City of",utla,2021-08-22,18_24,63771.0,20352.0,331.0,41781.0,29.0,20352.0,331.0,65.5,31.9,31.9
E06000023,"Bristol, City of",utla,2021-08-22,25_29,53656.0,21011.0,386.0,34984.0,16.0,21011.0,386.0,65.2,39.2,39.2
E06000023,"Bristol, City of",utla,2021-08-22,30_34,53303.0,26971.0,204.0,35988.0,14.0,26971.0,204.0,67.5,50.6,50.6
E06000023,"Bristol, City of",utla,2021-08-22,35_39,46044.0,26460.0,97.0,32128.0,8.0,26460.0,97.0,69.8,57.5,57.5
E06000023,"Bristol, City of",utla,2021-08-22,40_44,37480.0,25266.0,14.0,27664.0,4.0,25266.0,14.0,73.8,67.4,67.4
E06000023,"Bristol, City of",utla,2021-08-22,45_49,31545.0,23237.0,13.0,24846.0,3.0,23237.0,13.0,78.8,73.7,73.7
E06000023,"Bristol, City of",utla,2021-08-22,50_54,29501.0,23658.0,4.0,24682.0,3.0,23658.0,4.0,83.7,80.2,80.2
E06000023,"Bristol, City of",utla,2021-08-22,55_59,27546.0,22929.0,6.0,23800.0,2.0,22929.0,6.0,86.4,83.2,83.2
E06000023,"Bristol, City of",utla,2021-08-22,60_64,22137.0,18985.0,0.0,19676.0,3.0,18985.0,0.0,88.9,85.8,85.8
E06000023,"Bristol, City of",utla,2021-08-22,65_69,17977.0,16054.0,0.0,16364.0,0.0,16054.0,0.0,91.0,89.3,89.3
E06000023,"Bristol, City of",utla,2021-08-22,70_74,16550.0,15280.0,0.0,15464.0,0.0,15280.0,0.0,93.4,92.3,92.3
E06000023,"Bristol, City of",utla,2021-08-22,75_79,11602.0,10839.0,0.0,10948.0,1.0,10839.0,0.0,94.4,93.4,93.4
E06000023,"Bristol, City of",utla,2021-08-22,80_84,8187.0,7714.0,0.0,7791.0,0.0,7714.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-22,85_89,5090.0,4785.0,0.0,4847.0,0.0,4785.0,0.0,95.2,94.0,94.0
E06000023,"Bristol, City of",utla,2021-08-22,90+,2927.0,2756.0,0.0,2787.0,0.0,2756.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-21,16_17,10169.0,858.0,30.0,2954.0,271.0,858.0,30.0,29.0,8.4,8.4
E06000023,"Bristol, City of",utla,2021-08-21,18_24,63771.0,20021.0,855.0,41752.0,95.0,20021.0,855.0,65.5,31.4,31.4
E06000023,"Bristol, City of",utla,2021-08-21,25_29,53656.0,20625.0,707.0,34968.0,43.0,20625.0,707.0,65.2,38.4,38.4
E06000023,"Bristol, City of",utla,2021-08-21,30_34,53303.0,26767.0,390.0,35974.0,58.0,26767.0,390.0,67.5,50.2,50.2
E06000023,"Bristol, City of",utla,2021-08-21,35_39,46044.0,26363.0,218.0,32120.0,37.0,26363.0,218.0,69.8,57.3,57.3
E06000023,"Bristol, City of",utla,2021-08-21,40_44,37480.0,25252.0,42.0,27660.0,10.0,25252.0,42.0,73.8,67.4,67.4
E06000023,"Bristol, City of",utla,2021-08-21,45_49,31545.0,23224.0,29.0,24843.0,11.0,23224.0,29.0,78.8,73.6,73.6
E06000023,"Bristol, City of",utla,2021-08-21,50_54,29501.0,23654.0,10.0,24679.0,3.0,23654.0,10.0,83.7,80.2,80.2
E06000023,"Bristol, City of",utla,2021-08-21,55_59,27546.0,22923.0,8.0,23798.0,1.0,22923.0,8.0,86.4,83.2,83.2
E06000023,"Bristol, City of",utla,2021-08-21,60_64,22137.0,18985.0,2.0,19673.0,1.0,18985.0,2.0,88.9,85.8,85.8
E06000023,"Bristol, City of",utla,2021-08-21,65_69,17977.0,16054.0,1.0,16364.0,2.0,16054.0,1.0,91.0,89.3,89.3
E06000023,"Bristol, City of",utla,2021-08-21,70_74,16550.0,15280.0,0.0,15464.0,0.0,15280.0,0.0,93.4,92.3,92.3
E06000023,"Bristol, City of",utla,2021-08-21,75_79,11602.0,10839.0,0.0,10947.0,1.0,10839.0,0.0,94.4,93.4,93.4
E06000023,"Bristol, City of",utla,2021-08-21,80_84,8187.0,7714.0,0.0,7791.0,0.0,7714.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-21,85_89,5090.0,4785.0,0.0,4847.0,0.0,4785.0,0.0,95.2,94.0,94.0
E06000023,"Bristol, City of",utla,2021-08-21,90+,2927.0,2756.0,0.0,2787.0,0.0,2756.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-20,16_17,10169.0,828.0,16.0,2683.0,290.0,828.0,16.0,26.4,8.1,8.1
E06000023,"Bristol, City of",utla,2021-08-20,18_24,63771.0,19166.0,664.0,41657.0,67.0,19166.0,664.0,65.3,30.1,30.1
E06000023,"Bristol, City of",utla,2021-08-20,25_29,53656.0,19918.0,470.0,34925.0,50.0,19918.0,470.0,65.1,37.1,37.1
E06000023,"Bristol, City of",utla,2021-08-20,30_34,53303.0,26377.0,296.0,35916.0,23.0,26377.0,296.0,67.4,49.5,49.5
E06000023,"Bristol, City of",utla,2021-08-20,35_39,46044.0,26145.0,159.0,32083.0,30.0,26145.0,159.0,69.7,56.8,56.8
E06000023,"Bristol, City of",utla,2021-08-20,40_44,37480.0,25210.0,59.0,27650.0,12.0,25210.0,59.0,73.8,67.3,67.3
E06000023,"Bristol, City of",utla,2021-08-20,45_49,31545.0,23195.0,25.0,24832.0,17.0,23195.0,25.0,78.7,73.5,73.5
E06000023,"Bristol, City of",utla,2021-08-20,50_54,29501.0,23644.0,11.0,24676.0,7.0,23644.0,11.0,83.6,80.1,80.1
E06000023,"Bristol, City of",utla,2021-08-20,55_59,27546.0,22915.0,11.0,23797.0,3.0,22915.0,11.0,86.4,83.2,83.2
E06000023,"Bristol, City of",utla,2021-08-20,60_64,22137.0,18983.0,3.0,19672.0,0.0,18983.0,3.0,88.9,85.8,85.8
E06000023,"Bristol, City of",utla,2021-08-20,65_69,17977.0,16053.0,1.0,16362.0,1.0,16053.0,1.0,91.0,89.3,89.3
E06000023,"Bristol, City of",utla,2021-08-20,70_74,16550.0,15280.0,2.0,15464.0,0.0,15280.0,2.0,93.4,92.3,92.3
E06000023,"Bristol, City of",utla,2021-08-20,75_79,11602.0,10839.0,0.0,10946.0,1.0,10839.0,0.0,94.3,93.4,93.4
E06000023,"Bristol, City of",utla,2021-08-20,80_84,8187.0,7714.0,0.0,7791.0,0.0,7714.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-20,85_89,5090.0,4785.0,0.0,4847.0,0.0,4785.0,0.0,95.2,94.0,94.0
E06000023,"Bristol, City of",utla,2021-08-20,90+,2927.0,2756.0,0.0,2787.0,0.0,2756.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-19,16_17,10169.0,812.0,13.0,2393.0,166.0,812.0,13.0,23.5,8.0,8.0
E06000023,"Bristol, City of",utla,2021-08-19,18_24,63771.0,18502.0,651.0,41590.0,88.0,18502.0,651.0,65.2,29.0,29.0
E06000023,"Bristol, City of",utla,2021-08-19,25_29,53656.0,19448.0,417.0,34875.0,46.0,19448.0,417.0,65.0,36.2,36.2
E06000023,"Bristol, City of",utla,2021-08-19,30_34,53303.0,26081.0,288.0,35893.0,34.0,26081.0,288.0,67.3,48.9,48.9
E06000023,"Bristol, City of",utla,2021-08-19,35_39,46044.0,25986.0,191.0,32053.0,22.0,25986.0,191.0,69.6,56.4,56.4
E06000023,"Bristol, City of",utla,2021-08-19,40_44,37480.0,25151.0,33.0,27638.0,5.0,25151.0,33.0,73.7,67.1,67.1
E06000023,"Bristol, City of",utla,2021-08-19,45_49,31545.0,23170.0,27.0,24815.0,9.0,23170.0,27.0,78.7,73.5,73.5
E06000023,"Bristol, City of",utla,2021-08-19,50_54,29501.0,23633.0,10.0,24669.0,3.0,23633.0,10.0,83.6,80.1,80.1
E06000023,"Bristol, City of",utla,2021-08-19,55_59,27546.0,22904.0,5.0,23794.0,2.0,22904.0,5.0,86.4,83.1,83.1
E06000023,"Bristol, City of",utla,2021-08-19,60_64,22137.0,18980.0,2.0,19672.0,3.0,18980.0,2.0,88.9,85.7,85.7
E06000023,"Bristol, City of",utla,2021-08-19,65_69,17977.0,16052.0,1.0,16361.0,0.0,16052.0,1.0,91.0,89.3,89.3
E06000023,"Bristol, City of",utla,2021-08-19,70_74,16550.0,15278.0,0.0,15464.0,0.0,15278.0,0.0,93.4,92.3,92.3
E06000023,"Bristol, City of",utla,2021-08-19,75_79,11602.0,10839.0,0.0,10945.0,1.0,10839.0,0.0,94.3,93.4,93.4
E06000023,"Bristol, City of",utla,2021-08-19,80_84,8187.0,7714.0,1.0,7791.0,0.0,7714.0,1.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-19,85_89,5090.0,4785.0,0.0,4847.0,0.0,4785.0,0.0,95.2,94.0,94.0
E06000023,"Bristol, City of",utla,2021-08-19,90+,2927.0,2756.0,1.0,2787.0,0.0,2756.0,1.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-18,16_17,10169.0,799.0,24.0,2227.0,106.0,799.0,24.0,21.9,7.9,7.9
E06000023,"Bristol, City of",utla,2021-08-18,18_24,63771.0,17851.0,882.0,41502.0,56.0,17851.0,882.0,65.1,28.0,28.0
E06000023,"Bristol, City of",utla,2021-08-18,25_29,53656.0,19031.0,606.0,34829.0,32.0,19031.0,606.0,64.9,35.5,35.5
E06000023,"Bristol, City of",utla,2021-08-18,30_34,53303.0,25793.0,319.0,35859.0,24.0,25793.0,319.0,67.3,48.4,48.4
E06000023,"Bristol, City of",utla,2021-08-18,35_39,46044.0,25795.0,217.0,32031.0,24.0,25795.0,217.0,69.6,56.0,56.0
E06000023,"Bristol, City of",utla,2021-08-18,40_44,37480.0,25118.0,51.0,27633.0,10.0,25118.0,51.0,73.7,67.0,67.0
E06000023,"Bristol, City of",utla,2021-08-18,45_49,31545.0,23143.0,29.0,24806.0,7.0,23143.0,29.0,78.6,73.4,73.4
E06000023,"Bristol, City of",utla,2021-08-18,50_54,29501.0,23623.0,19.0,24666.0,3.0,23623.0,19.0,83.6,80.1,80.1
E06000023,"Bristol, City of",utla,2021-08-18,55_59,27546.0,22899.0,16.0,23792.0,4.0,22899.0,16.0,86.4,83.1,83.1
E06000023,"Bristol, City of",utla,2021-08-18,60_64,22137.0,18978.0,13.0,19669.0,1.0,18978.0,13.0,88.9,85.7,85.7
E06000023,"Bristol, City of",utla,2021-08-18,65_69,17977.0,16051.0,1.0,16361.0,1.0,16051.0,1.0,91.0,89.3,89.3
E06000023,"Bristol, City of",utla,2021-08-18,70_74,16550.0,15278.0,2.0,15464.0,1.0,15278.0,2.0,93.4,92.3,92.3
E06000023,"Bristol, City of",utla,2021-08-18,75_79,11602.0,10839.0,2.0,10944.0,0.0,10839.0,2.0,94.3,93.4,93.4
E06000023,"Bristol, City of",utla,2021-08-18,80_84,8187.0,7713.0,1.0,7791.0,0.0,7713.0,1.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-18,85_89,5090.0,4785.0,1.0,4847.0,0.0,4785.0,1.0,95.2,94.0,94.0
E06000023,"Bristol, City of",utla,2021-08-18,90+,2927.0,2755.0,0.0,2787.0,0.0,2755.0,0.0,95.2,94.1,94.1
E06000023,"Bristol, City of",utla,2021-08-17,16_17,10169.0,775.0,8.0,2121.0,40.0,775.0,8.0,20.9,7.6,7.6
E06000023,"Bristol, City of",utla,2021-08-17,18_24,63771.0,16969.0,369.0,41446.0,63.0,16969.0,369.0,65.0,26.6,26.6
E06000023,"Bristol, City of",utla,2021-08-17,25_29,53656.0,18425.0,300.0,34797.0,28.0,18425.0,300.0,64.9,34.3,34.3
E06000023,"Bristol, City of",utla,2021-08-17,30_34,53303.0,25474.0,219.0,35835.0,13.0,25474.0,219.0,67.2,47.8,47.8
E06000023,"Bristol, City of",utla,2021-08-17,35_39,46044.0,25578.0,164.0,32007.0,11.0,25578.0,164.0,69.5,55.6,55.6
E06000023,"Bristol, City of",utla,2021-08-17,40_44,37480.0,25067.0,12.0,27623.0,8.0,25067.0,12.0,73.7,66.9,66.9
E06000023,"Bristol, City of",utla,2021-08-17,45_49,31545.0,23114.0,15.0,24799.0,5.0,23114.0,15.0,78.6,73.3,73.3
E06000023,"Bristol, City of",utla,2021-08-17,50_54,29501.0,23604.0,2.0,24663.0,2.0,23604.0,2.0,83.6,80.0,80.0
E06000023,"Bristol, City of",utla,2021-08-17,55_59,27546.0,22883.0,2.0,23788.0,2.0,22883.0,2.0,86.4,83.1,83.1
E06000023,"Bristol, City of",utla,2021-08-17,60_64,22137.0,18965.0,2.0,19668.0,0.0,18965.0,2.0,88.8,85.7,85.7
E06000023,"Bristol, City of",utla,2021-08-17,65_69,17977.0,16050.0,2.0,16360.0,0.0,16050.0,2.0,91.0,89.3,89.3
E06000023,"Bristol, City of",utla,2021-08-17,70_74,16550.0,15276.0,0.0,15463.0,2.0,15276.0,0.0,93.4,92.3,92.3
E06000023,"Bristol, City of",utla,2021-08-17,75_79,11602.0,10837.0,0.0,10944.0,0.0,10837.0,0.0,94.3,93.4,93.4
E06000023,"Bristol, City of",utla,2021-08-17,80_84,8187.0,7712.0,0.0,7791.0,0.0,7712.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-17,85_89,5090.0,4784.0,0.0,4847.0,0.0,4784.0,0.0,95.2,94.0,94.0
E06000023,"Bristol, City of",utla,2021-08-17,90+,2927.0,2755.0,0.0,2787.0,0.0,2755.0,0.0,95.2,94.1,94.1
E06000023,"Bristol, City of",utla,2021-08-16,16_17,10169.0,767.0,8.0,2081.0,28.0,767.0,8.0,20.5,7.5,7.5
E06000023,"Bristol, City of",utla,2021-08-16,18_24,63771.0,16600.0,343.0,41383.0,61.0,16600.0,343.0,64.9,26.0,26.0
E06000023,"Bristol, City of",utla,2021-08-16,25_29,53656.0,18125.0,474.0,34769.0,30.0,18125.0,474.0,64.8,33.8,33.8
E06000023,"Bristol, City of",utla,2021-08-16,30_34,53303.0,25255.0,470.0,35822.0,17.0,25255.0,470.0,67.2,47.4,47.4
E06000023,"Bristol, City of",utla,2021-08-16,35_39,46044.0,25414.0,255.0,31996.0,16.0,25414.0,255.0,69.5,55.2,55.2
E06000023,"Bristol, City of",utla,2021-08-16,40_44,37480.0,25055.0,43.0,27615.0,4.0,25055.0,43.0,73.7,66.8,66.8
E06000023,"Bristol, City of",utla,2021-08-16,45_49,31545.0,23099.0,14.0,24794.0,2.0,23099.0,14.0,78.6,73.2,73.2
E06000023,"Bristol, City of",utla,2021-08-16,50_54,29501.0,23602.0,5.0,24661.0,0.0,23602.0,5.0,83.6,80.0,80.0
E06000023,"Bristol, City of",utla,2021-08-16,55_59,27546.0,22881.0,3.0,23786.0,0.0,22881.0,3.0,86.4,83.1,83.1
E06000023,"Bristol, City of",utla,2021-08-16,60_64,22137.0,18963.0,0.0,19668.0,3.0,18963.0,0.0,88.8,85.7,85.7
E06000023,"Bristol, City of",utla,2021-08-16,65_69,17977.0,16048.0,0.0,16360.0,2.0,16048.0,0.0,91.0,89.3,89.3
E06000023,"Bristol, City of",utla,2021-08-16,70_74,16550.0,15276.0,1.0,15461.0,0.0,15276.0,1.0,93.4,92.3,92.3
E06000023,"Bristol, City of",utla,2021-08-16,75_79,11602.0,10837.0,0.0,10944.0,0.0,10837.0,0.0,94.3,93.4,93.4
E06000023,"Bristol, City of",utla,2021-08-16,80_84,8187.0,7712.0,0.0,7791.0,0.0,7712.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-16,85_89,5090.0,4784.0,0.0,4847.0,0.0,4784.0,0.0,95.2,94.0,94.0
E06000023,"Bristol, City of",utla,2021-08-16,90+,2927.0,2755.0,0.0,2787.0,0.0,2755.0,0.0,95.2,94.1,94.1
E06000023,"Bristol, City of",utla,2021-08-15,16_17,10169.0,759.0,4.0,2053.0,8.0,759.0,4.0,20.2,7.5,7.5
E06000023,"Bristol, City of",utla,2021-08-15,18_24,63771.0,16257.0,150.0,41322.0,25.0,16257.0,150.0,64.8,25.5,25.5
E06000023,"Bristol, City of",utla,2021-08-15,25_29,53656.0,17651.0,126.0,34739.0,13.0,17651.0,126.0,64.7,32.9,32.9
E06000023,"Bristol, City of",utla,2021-08-15,30_34,53303.0,24785.0,207.0,35805.0,13.0,24785.0,207.0,67.2,46.5,46.5
E06000023,"Bristol, City of",utla,2021-08-15,35_39,46044.0,25159.0,134.0,31980.0,6.0,25159.0,134.0,69.5,54.6,54.6
E06000023,"Bristol, City of",utla,2021-08-15,40_44,37480.0,25012.0,23.0,27611.0,1.0,25012.0,23.0,73.7,66.7,66.7
E06000023,"Bristol, City of",utla,2021-08-15,45_49,31545.0,23085.0,10.0,24792.0,2.0,23085.0,10.0,78.6,73.2,73.2
E06000023,"Bristol, City of",utla,2021-08-15,50_54,29501.0,23597.0,1.0,24661.0,0.0,23597.0,1.0,83.6,80.0,80.0
E06000023,"Bristol, City of",utla,2021-08-15,55_59,27546.0,22878.0,2.0,23786.0,0.0,22878.0,2.0,86.4,83.1,83.1
E06000023,"Bristol, City of",utla,2021-08-15,60_64,22137.0,18963.0,0.0,19665.0,0.0,18963.0,0.0,88.8,85.7,85.7
E06000023,"Bristol, City of",utla,2021-08-15,65_69,17977.0,16048.0,0.0,16358.0,0.0,16048.0,0.0,91.0,89.3,89.3
E06000023,"Bristol, City of",utla,2021-08-15,70_74,16550.0,15275.0,0.0,15461.0,0.0,15275.0,0.0,93.4,92.3,92.3
E06000023,"Bristol, City of",utla,2021-08-15,75_79,11602.0,10837.0,1.0,10944.0,0.0,10837.0,1.0,94.3,93.4,93.4
E06000023,"Bristol, City of",utla,2021-08-15,80_84,8187.0,7712.0,1.0,7791.0,0.0,7712.0,1.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-15,85_89,5090.0,4784.0,0.0,4847.0,0.0,4784.0,0.0,95.2,94.0,94.0
E06000023,"Bristol, City of",utla,2021-08-15,90+,2927.0,2755.0,0.0,2787.0,0.0,2755.0,0.0,95.2,94.1,94.1
E06000023,"Bristol, City of",utla,2021-08-14,16_17,10169.0,755.0,19.0,2045.0,56.0,755.0,19.0,20.1,7.4,7.4
E06000023,"Bristol, City of",utla,2021-08-14,18_24,63771.0,16107.0,655.0,41297.0,84.0,16107.0,655.0,64.8,25.3,25.3
E06000023,"Bristol, City of",utla,2021-08-14,25_29,53656.0,17525.0,694.0,34726.0,53.0,17525.0,694.0,64.7,32.7,32.7
E06000023,"Bristol, City of",utla,2021-08-14,30_34,53303.0,24578.0,440.0,35792.0,47.0,24578.0,440.0,67.1,46.1,46.1
E06000023,"Bristol, City of",utla,2021-08-14,35_39,46044.0,25025.0,361.0,31974.0,27.0,25025.0,361.0,69.4,54.4,54.4
E06000023,"Bristol, City of",utla,2021-08-14,40_44,37480.0,24989.0,129.0,27610.0,15.0,24989.0,129.0,73.7,66.7,66.7
E06000023,"Bristol, City of",utla,2021-08-14,45_49,31545.0,23075.0,75.0,24790.0,9.0,23075.0,75.0,78.6,73.1,73.1
E06000023,"Bristol, City of",utla,2021-08-14,50_54,29501.0,23596.0,27.0,24661.0,5.0,23596.0,27.0,83.6,80.0,80.0
E06000023,"Bristol, City of",utla,2021-08-14,55_59,27546.0,22876.0,18.0,23786.0,3.0,22876.0,18.0,86.4,83.0,83.0
E06000023,"Bristol, City of",utla,2021-08-14,60_64,22137.0,18963.0,13.0,19665.0,2.0,18963.0,13.0,88.8,85.7,85.7
E06000023,"Bristol, City of",utla,2021-08-14,65_69,17977.0,16048.0,5.0,16358.0,0.0,16048.0,5.0,91.0,89.3,89.3
E06000023,"Bristol, City of",utla,2021-08-14,70_74,16550.0,15275.0,2.0,15461.0,0.0,15275.0,2.0,93.4,92.3,92.3
E06000023,"Bristol, City of",utla,2021-08-14,75_79,11602.0,10836.0,1.0,10944.0,0.0,10836.0,1.0,94.3,93.4,93.4
E06000023,"Bristol, City of",utla,2021-08-14,80_84,8187.0,7711.0,0.0,7791.0,0.0,7711.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-08-14,85_89,5090.0,4784.0,0.0,4847.0,0.0,4784.0,0.0,95.2,94.0,94.0
E06000023,"Bristol, City of",utla,2021-08-14,90+,2927.0,2755.0,0.0,2787.0,0.0,2755.0,0.0,95.2,94.1,94.1
E06000023,"Bristol, City of",utla,2021-08-13,16_17,10169.0,736.0,11.0,1989.0,36.0,736.0,11.0,19.6,7.2,7.2
E06000023,"Bristol, City of",utla,2021-08-13,18_24,63771.0,15452.0,729.0,41213.0,63.0,15452.0,729.0,64.6,24.2,24.2
E06000023,"Bristol, City of",utla,2021-08-13,25_29,53656.0,16831.0,807.0,34673.0,47.0,16831.0,807.0,64.6,31.4,31.4
E06000023,"Bristol, City of",utla,2021-08-13,30_34,53303.0,24138.0,533.0,35745.0,29.0,24138.0,533.0,67.1,45.3,45.3
E06000023,"Bristol, City of",utla,2021-08-13,35_39,46044.0,24664.0,355.0,31947.0,23.0,24664.0,355.0,69.4,53.6,53.6
E06000023,"Bristol, City of",utla,2021-08-13,40_44,37480.0,24860.0,96.0,27595.0,10.0,24860.0,96.0,73.6,66.3,66.3
E06000023,"Bristol, City of",utla,2021-08-13,45_49,31545.0,23000.0,47.0,24781.0,9.0,23000.0,47.0,78.6,72.9,72.9
E06000023,"Bristol, City of",utla,2021-08-13,50_54,29501.0,23569.0,13.0,24656.0,8.0,23569.0,13.0,83.6,79.9,79.9
E06000023,"Bristol, City of",utla,2021-08-13,55_59,27546.0,22858.0,7.0,23783.0,3.0,22858.0,7.0,86.3,83.0,83.0
E06000023,"Bristol, City of",utla,2021-08-13,60_64,22137.0,18950.0,9.0,19663.0,3.0,18950.0,9.0,88.8,85.6,85.6
E06000023,"Bristol, City of",utla,2021-08-13,65_69,17977.0,16043.0,2.0,16358.0,1.0,16043.0,2.0,91.0,89.2,89.2
E06000023,"Bristol, City of",utla,2021-08-13,70_74,16550.0,15273.0,0.0,15461.0,0.0,15273.0,0.0,93.4,92.3,92.3
