areaCode,areaName,areaType,date,age,VaccineRegisterPopulationByVaccinationDate,cumPeopleVaccinatedCompleteByVaccinationDate,newPeopleVaccinatedCompleteByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationCompleteCoverageByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage
E06000023,"Bristol, City of",utla,2021-10-03,16_17,10169.0,1610.0,11.0,5348.0,10.0,1610.0,11.0,52.6,15.8,15.8
E06000023,"Bristol, City of",utla,2021-10-03,18_24,63771.0,36038.0,69.0,43658.0,6.0,36038.0,69.0,68.5,56.5,56.5
E06000023,"Bristol, City of",utla,2021-10-03,25_29,53656.0,31507.0,31.0,36075.0,9.0,31507.0,31.0,67.2,58.7,58.7
E06000023,"Bristol, City of",utla,2021-10-03,30_34,53303.0,33094.0,30.0,36876.0,2.0,33094.0,30.0,69.2,62.1,62.1
E06000023,"Bristol, City of",utla,2021-10-03,35_39,46044.0,29919.0,17.0,32704.0,4.0,29919.0,17.0,71.0,65.0,65.0
E06000023,"Bristol, City of",utla,2021-10-03,40_44,37480.0,26271.0,9.0,27964.0,4.0,26271.0,9.0,74.6,70.1,70.1
E06000023,"Bristol, City of",utla,2021-10-03,45_49,31545.0,23778.0,10.0,25057.0,4.0,23778.0,10.0,79.4,75.4,75.4
E06000023,"Bristol, City of",utla,2021-10-03,50_54,29501.0,23910.0,4.0,24810.0,1.0,23910.0,4.0,84.1,81.0,81.0
E06000023,"Bristol, City of",utla,2021-10-03,55_59,27546.0,23100.0,1.0,23868.0,0.0,23100.0,1.0,86.6,83.9,83.9
E06000023,"Bristol, City of",utla,2021-10-03,60_64,22137.0,19111.0,0.0,19730.0,1.0,19111.0,0.0,89.1,86.3,86.3
E06000023,"Bristol, City of",utla,2021-10-03,65_69,17977.0,16106.0,1.0,16390.0,1.0,16106.0,1.0,91.2,89.6,89.6
E06000023,"Bristol, City of",utla,2021-10-03,70_74,16550.0,15311.0,1.0,15480.0,0.0,15311.0,1.0,93.5,92.5,92.5
E06000023,"Bristol, City of",utla,2021-10-03,75_79,11602.0,10853.0,0.0,10960.0,0.0,10853.0,0.0,94.5,93.5,93.5
E06000023,"Bristol, City of",utla,2021-10-03,80_84,8187.0,7731.0,0.0,7800.0,0.0,7731.0,0.0,95.3,94.4,94.4
E06000023,"Bristol, City of",utla,2021-10-03,85_89,5090.0,4795.0,0.0,4851.0,0.0,4795.0,0.0,95.3,94.2,94.2
E06000023,"Bristol, City of",utla,2021-10-03,90+,2927.0,2758.0,0.0,2787.0,0.0,2758.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-10-02,16_17,10169.0,1599.0,28.0,5338.0,61.0,1599.0,28.0,52.5,15.7,15.7
E06000023,"Bristol, City of",utla,2021-10-02,18_24,63771.0,35969.0,184.0,43652.0,52.0,35969.0,184.0,68.5,56.4,56.4
E06000023,"Bristol, City of",utla,2021-10-02,25_29,53656.0,31476.0,114.0,36066.0,41.0,31476.0,114.0,67.2,58.7,58.7
E06000023,"Bristol, City of",utla,2021-10-02,30_34,53303.0,33064.0,78.0,36874.0,21.0,33064.0,78.0,69.2,62.0,62.0
E06000023,"Bristol, City of",utla,2021-10-02,35_39,46044.0,29902.0,45.0,32700.0,12.0,29902.0,45.0,71.0,64.9,64.9
E06000023,"Bristol, City of",utla,2021-10-02,40_44,37480.0,26262.0,11.0,27960.0,7.0,26262.0,11.0,74.6,70.1,70.1
E06000023,"Bristol, City of",utla,2021-10-02,45_49,31545.0,23768.0,10.0,25053.0,7.0,23768.0,10.0,79.4,75.3,75.3
E06000023,"Bristol, City of",utla,2021-10-02,50_54,29501.0,23906.0,10.0,24809.0,4.0,23906.0,10.0,84.1,81.0,81.0
E06000023,"Bristol, City of",utla,2021-10-02,55_59,27546.0,23099.0,6.0,23868.0,1.0,23099.0,6.0,86.6,83.9,83.9
E06000023,"Bristol, City of",utla,2021-10-02,60_64,22137.0,19111.0,1.0,19729.0,0.0,19111.0,1.0,89.1,86.3,86.3
E06000023,"Bristol, City of",utla,2021-10-02,65_69,17977.0,16105.0,3.0,16389.0,3.0,16105.0,3.0,91.2,89.6,89.6
E06000023,"Bristol, City of",utla,2021-10-02,70_74,16550.0,15310.0,0.0,15480.0,1.0,15310.0,0.0,93.5,92.5,92.5
E06000023,"Bristol, City of",utla,2021-10-02,75_79,11602.0,10853.0,0.0,10960.0,0.0,10853.0,0.0,94.5,93.5,93.5
E06000023,"Bristol, City of",utla,2021-10-02,80_84,8187.0,7731.0,1.0,7800.0,0.0,7731.0,1.0,95.3,94.4,94.4
E06000023,"Bristol, City of",utla,2021-10-02,85_89,5090.0,4795.0,1.0,4851.0,0.0,4795.0,1.0,95.3,94.2,94.2
E06000023,"Bristol, City of",utla,2021-10-02,90+,2927.0,2758.0,0.0,2787.0,0.0,2758.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-10-01,16_17,10169.0,1571.0,7.0,5277.0,13.0,1571.0,7.0,51.9,15.4,15.4
E06000023,"Bristol, City of",utla,2021-10-01,18_24,63771.0,35785.0,59.0,43600.0,17.0,35785.0,59.0,68.4,56.1,56.1
E06000023,"Bristol, City of",utla,2021-10-01,25_29,53656.0,31362.0,35.0,36025.0,11.0,31362.0,35.0,67.1,58.5,58.5
E06000023,"Bristol, City of",utla,2021-10-01,30_34,53303.0,32986.0,21.0,36853.0,19.0,32986.0,21.0,69.1,61.9,61.9
E06000023,"Bristol, City of",utla,2021-10-01,35_39,46044.0,29857.0,29.0,32688.0,9.0,29857.0,29.0,71.0,64.8,64.8
E06000023,"Bristol, City of",utla,2021-10-01,40_44,37480.0,26251.0,3.0,27953.0,6.0,26251.0,3.0,74.6,70.0,70.0
E06000023,"Bristol, City of",utla,2021-10-01,45_49,31545.0,23758.0,7.0,25046.0,2.0,23758.0,7.0,79.4,75.3,75.3
E06000023,"Bristol, City of",utla,2021-10-01,50_54,29501.0,23896.0,1.0,24805.0,6.0,23896.0,1.0,84.1,81.0,81.0
E06000023,"Bristol, City of",utla,2021-10-01,55_59,27546.0,23093.0,1.0,23867.0,2.0,23093.0,1.0,86.6,83.8,83.8
E06000023,"Bristol, City of",utla,2021-10-01,60_64,22137.0,19110.0,2.0,19729.0,0.0,19110.0,2.0,89.1,86.3,86.3
E06000023,"Bristol, City of",utla,2021-10-01,65_69,17977.0,16102.0,0.0,16386.0,2.0,16102.0,0.0,91.1,89.6,89.6
E06000023,"Bristol, City of",utla,2021-10-01,70_74,16550.0,15310.0,0.0,15479.0,2.0,15310.0,0.0,93.5,92.5,92.5
E06000023,"Bristol, City of",utla,2021-10-01,75_79,11602.0,10853.0,0.0,10960.0,1.0,10853.0,0.0,94.5,93.5,93.5
E06000023,"Bristol, City of",utla,2021-10-01,80_84,8187.0,7730.0,1.0,7800.0,0.0,7730.0,1.0,95.3,94.4,94.4
E06000023,"Bristol, City of",utla,2021-10-01,85_89,5090.0,4794.0,0.0,4851.0,0.0,4794.0,0.0,95.3,94.2,94.2
E06000023,"Bristol, City of",utla,2021-10-01,90+,2927.0,2758.0,0.0,2787.0,0.0,2758.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-09-30,16_17,10169.0,1564.0,9.0,5264.0,11.0,1564.0,9.0,51.8,15.4,15.4
E06000023,"Bristol, City of",utla,2021-09-30,18_24,63771.0,35726.0,111.0,43583.0,42.0,35726.0,111.0,68.3,56.0,56.0
E06000023,"Bristol, City of",utla,2021-09-30,25_29,53656.0,31327.0,40.0,36014.0,22.0,31327.0,40.0,67.1,58.4,58.4
E06000023,"Bristol, City of",utla,2021-09-30,30_34,53303.0,32965.0,52.0,36834.0,24.0,32965.0,52.0,69.1,61.8,61.8
E06000023,"Bristol, City of",utla,2021-09-30,35_39,46044.0,29828.0,32.0,32679.0,15.0,29828.0,32.0,71.0,64.8,64.8
E06000023,"Bristol, City of",utla,2021-09-30,40_44,37480.0,26248.0,16.0,27947.0,3.0,26248.0,16.0,74.6,70.0,70.0
E06000023,"Bristol, City of",utla,2021-09-30,45_49,31545.0,23751.0,11.0,25044.0,5.0,23751.0,11.0,79.4,75.3,75.3
E06000023,"Bristol, City of",utla,2021-09-30,50_54,29501.0,23895.0,2.0,24799.0,2.0,23895.0,2.0,84.1,81.0,81.0
E06000023,"Bristol, City of",utla,2021-09-30,55_59,27546.0,23092.0,1.0,23865.0,1.0,23092.0,1.0,86.6,83.8,83.8
E06000023,"Bristol, City of",utla,2021-09-30,60_64,22137.0,19108.0,5.0,19729.0,1.0,19108.0,5.0,89.1,86.3,86.3
E06000023,"Bristol, City of",utla,2021-09-30,65_69,17977.0,16102.0,2.0,16384.0,0.0,16102.0,2.0,91.1,89.6,89.6
E06000023,"Bristol, City of",utla,2021-09-30,70_74,16550.0,15310.0,2.0,15477.0,0.0,15310.0,2.0,93.5,92.5,92.5
E06000023,"Bristol, City of",utla,2021-09-30,75_79,11602.0,10853.0,0.0,10959.0,2.0,10853.0,0.0,94.5,93.5,93.5
E06000023,"Bristol, City of",utla,2021-09-30,80_84,8187.0,7729.0,4.0,7800.0,0.0,7729.0,4.0,95.3,94.4,94.4
E06000023,"Bristol, City of",utla,2021-09-30,85_89,5090.0,4794.0,0.0,4851.0,0.0,4794.0,0.0,95.3,94.2,94.2
E06000023,"Bristol, City of",utla,2021-09-30,90+,2927.0,2758.0,0.0,2787.0,0.0,2758.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-09-29,16_17,10169.0,1555.0,19.0,5253.0,23.0,1555.0,19.0,51.7,15.3,15.3
E06000023,"Bristol, City of",utla,2021-09-29,18_24,63771.0,35615.0,183.0,43541.0,38.0,35615.0,183.0,68.3,55.8,55.8
E06000023,"Bristol, City of",utla,2021-09-29,25_29,53656.0,31287.0,116.0,35992.0,39.0,31287.0,116.0,67.1,58.3,58.3
E06000023,"Bristol, City of",utla,2021-09-29,30_34,53303.0,32913.0,79.0,36810.0,30.0,32913.0,79.0,69.1,61.7,61.7
E06000023,"Bristol, City of",utla,2021-09-29,35_39,46044.0,29796.0,71.0,32664.0,27.0,29796.0,71.0,70.9,64.7,64.7
E06000023,"Bristol, City of",utla,2021-09-29,40_44,37480.0,26232.0,27.0,27944.0,10.0,26232.0,27.0,74.6,70.0,70.0
E06000023,"Bristol, City of",utla,2021-09-29,45_49,31545.0,23740.0,17.0,25039.0,7.0,23740.0,17.0,79.4,75.3,75.3
E06000023,"Bristol, City of",utla,2021-09-29,50_54,29501.0,23893.0,4.0,24797.0,4.0,23893.0,4.0,84.1,81.0,81.0
E06000023,"Bristol, City of",utla,2021-09-29,55_59,27546.0,23091.0,8.0,23864.0,0.0,23091.0,8.0,86.6,83.8,83.8
E06000023,"Bristol, City of",utla,2021-09-29,60_64,22137.0,19103.0,1.0,19728.0,3.0,19103.0,1.0,89.1,86.3,86.3
E06000023,"Bristol, City of",utla,2021-09-29,65_69,17977.0,16100.0,0.0,16384.0,0.0,16100.0,0.0,91.1,89.6,89.6
E06000023,"Bristol, City of",utla,2021-09-29,70_74,16550.0,15308.0,3.0,15477.0,0.0,15308.0,3.0,93.5,92.5,92.5
E06000023,"Bristol, City of",utla,2021-09-29,75_79,11602.0,10853.0,1.0,10957.0,0.0,10853.0,1.0,94.4,93.5,93.5
E06000023,"Bristol, City of",utla,2021-09-29,80_84,8187.0,7725.0,1.0,7800.0,0.0,7725.0,1.0,95.3,94.4,94.4
E06000023,"Bristol, City of",utla,2021-09-29,85_89,5090.0,4794.0,1.0,4851.0,0.0,4794.0,1.0,95.3,94.2,94.2
E06000023,"Bristol, City of",utla,2021-09-29,90+,2927.0,2758.0,0.0,2787.0,0.0,2758.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-09-28,16_17,10169.0,1536.0,12.0,5230.0,11.0,1536.0,12.0,51.4,15.1,15.1
E06000023,"Bristol, City of",utla,2021-09-28,18_24,63771.0,35432.0,134.0,43503.0,32.0,35432.0,134.0,68.2,55.6,55.6
E06000023,"Bristol, City of",utla,2021-09-28,25_29,53656.0,31171.0,94.0,35953.0,23.0,31171.0,94.0,67.0,58.1,58.1
E06000023,"Bristol, City of",utla,2021-09-28,30_34,53303.0,32834.0,59.0,36780.0,18.0,32834.0,59.0,69.0,61.6,61.6
E06000023,"Bristol, City of",utla,2021-09-28,35_39,46044.0,29725.0,34.0,32637.0,12.0,29725.0,34.0,70.9,64.6,64.6
E06000023,"Bristol, City of",utla,2021-09-28,40_44,37480.0,26205.0,17.0,27934.0,4.0,26205.0,17.0,74.5,69.9,69.9
E06000023,"Bristol, City of",utla,2021-09-28,45_49,31545.0,23723.0,6.0,25032.0,2.0,23723.0,6.0,79.4,75.2,75.2
E06000023,"Bristol, City of",utla,2021-09-28,50_54,29501.0,23889.0,2.0,24793.0,5.0,23889.0,2.0,84.0,81.0,81.0
E06000023,"Bristol, City of",utla,2021-09-28,55_59,27546.0,23083.0,1.0,23864.0,2.0,23083.0,1.0,86.6,83.8,83.8
E06000023,"Bristol, City of",utla,2021-09-28,60_64,22137.0,19102.0,1.0,19725.0,0.0,19102.0,1.0,89.1,86.3,86.3
E06000023,"Bristol, City of",utla,2021-09-28,65_69,17977.0,16100.0,0.0,16384.0,0.0,16100.0,0.0,91.1,89.6,89.6
E06000023,"Bristol, City of",utla,2021-09-28,70_74,16550.0,15305.0,0.0,15477.0,1.0,15305.0,0.0,93.5,92.5,92.5
E06000023,"Bristol, City of",utla,2021-09-28,75_79,11602.0,10852.0,0.0,10957.0,1.0,10852.0,0.0,94.4,93.5,93.5
E06000023,"Bristol, City of",utla,2021-09-28,80_84,8187.0,7724.0,1.0,7800.0,0.0,7724.0,1.0,95.3,94.3,94.3
E06000023,"Bristol, City of",utla,2021-09-28,85_89,5090.0,4793.0,1.0,4851.0,0.0,4793.0,1.0,95.3,94.2,94.2
E06000023,"Bristol, City of",utla,2021-09-28,90+,2927.0,2758.0,0.0,2787.0,0.0,2758.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-09-27,16_17,10169.0,1524.0,8.0,5219.0,6.0,1524.0,8.0,51.3,15.0,15.0
E06000023,"Bristol, City of",utla,2021-09-27,18_24,63771.0,35298.0,191.0,43471.0,33.0,35298.0,191.0,68.2,55.4,55.4
E06000023,"Bristol, City of",utla,2021-09-27,25_29,53656.0,31077.0,104.0,35930.0,19.0,31077.0,104.0,67.0,57.9,57.9
E06000023,"Bristol, City of",utla,2021-09-27,30_34,53303.0,32775.0,79.0,36762.0,16.0,32775.0,79.0,69.0,61.5,61.5
E06000023,"Bristol, City of",utla,2021-09-27,35_39,46044.0,29691.0,36.0,32625.0,5.0,29691.0,36.0,70.9,64.5,64.5
E06000023,"Bristol, City of",utla,2021-09-27,40_44,37480.0,26188.0,14.0,27930.0,2.0,26188.0,14.0,74.5,69.9,69.9
E06000023,"Bristol, City of",utla,2021-09-27,45_49,31545.0,23717.0,11.0,25030.0,5.0,23717.0,11.0,79.3,75.2,75.2
E06000023,"Bristol, City of",utla,2021-09-27,50_54,29501.0,23887.0,3.0,24788.0,6.0,23887.0,3.0,84.0,81.0,81.0
E06000023,"Bristol, City of",utla,2021-09-27,55_59,27546.0,23082.0,4.0,23862.0,3.0,23082.0,4.0,86.6,83.8,83.8
E06000023,"Bristol, City of",utla,2021-09-27,60_64,22137.0,19101.0,1.0,19725.0,3.0,19101.0,1.0,89.1,86.3,86.3
E06000023,"Bristol, City of",utla,2021-09-27,65_69,17977.0,16100.0,0.0,16384.0,0.0,16100.0,0.0,91.1,89.6,89.6
E06000023,"Bristol, City of",utla,2021-09-27,70_74,16550.0,15305.0,1.0,15476.0,0.0,15305.0,1.0,93.5,92.5,92.5
E06000023,"Bristol, City of",utla,2021-09-27,75_79,11602.0,10852.0,0.0,10956.0,1.0,10852.0,0.0,94.4,93.5,93.5
E06000023,"Bristol, City of",utla,2021-09-27,80_84,8187.0,7723.0,2.0,7800.0,0.0,7723.0,2.0,95.3,94.3,94.3
E06000023,"Bristol, City of",utla,2021-09-27,85_89,5090.0,4792.0,0.0,4851.0,0.0,4792.0,0.0,95.3,94.1,94.1
E06000023,"Bristol, City of",utla,2021-09-27,90+,2927.0,2758.0,0.0,2787.0,0.0,2758.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-09-26,16_17,10169.0,1516.0,11.0,5213.0,8.0,1516.0,11.0,51.3,14.9,14.9
E06000023,"Bristol, City of",utla,2021-09-26,18_24,63771.0,35107.0,77.0,43438.0,13.0,35107.0,77.0,68.1,55.1,55.1
E06000023,"Bristol, City of",utla,2021-09-26,25_29,53656.0,30973.0,44.0,35911.0,5.0,30973.0,44.0,66.9,57.7,57.7
E06000023,"Bristol, City of",utla,2021-09-26,30_34,53303.0,32696.0,35.0,36746.0,9.0,32696.0,35.0,68.9,61.3,61.3
E06000023,"Bristol, City of",utla,2021-09-26,35_39,46044.0,29655.0,14.0,32620.0,5.0,29655.0,14.0,70.8,64.4,64.4
E06000023,"Bristol, City of",utla,2021-09-26,40_44,37480.0,26174.0,11.0,27928.0,2.0,26174.0,11.0,74.5,69.8,69.8
E06000023,"Bristol, City of",utla,2021-09-26,45_49,31545.0,23706.0,3.0,25025.0,1.0,23706.0,3.0,79.3,75.1,75.1
E06000023,"Bristol, City of",utla,2021-09-26,50_54,29501.0,23884.0,1.0,24782.0,1.0,23884.0,1.0,84.0,81.0,81.0
E06000023,"Bristol, City of",utla,2021-09-26,55_59,27546.0,23078.0,0.0,23859.0,0.0,23078.0,0.0,86.6,83.8,83.8
E06000023,"Bristol, City of",utla,2021-09-26,60_64,22137.0,19100.0,2.0,19722.0,0.0,19100.0,2.0,89.1,86.3,86.3
E06000023,"Bristol, City of",utla,2021-09-26,65_69,17977.0,16100.0,1.0,16384.0,0.0,16100.0,1.0,91.1,89.6,89.6
E06000023,"Bristol, City of",utla,2021-09-26,70_74,16550.0,15304.0,0.0,15476.0,0.0,15304.0,0.0,93.5,92.5,92.5
E06000023,"Bristol, City of",utla,2021-09-26,75_79,11602.0,10852.0,0.0,10955.0,0.0,10852.0,0.0,94.4,93.5,93.5
E06000023,"Bristol, City of",utla,2021-09-26,80_84,8187.0,7721.0,0.0,7800.0,0.0,7721.0,0.0,95.3,94.3,94.3
E06000023,"Bristol, City of",utla,2021-09-26,85_89,5090.0,4792.0,0.0,4851.0,0.0,4792.0,0.0,95.3,94.1,94.1
E06000023,"Bristol, City of",utla,2021-09-26,90+,2927.0,2758.0,0.0,2787.0,0.0,2758.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-09-25,16_17,10169.0,1505.0,23.0,5205.0,19.0,1505.0,23.0,51.2,14.8,14.8
E06000023,"Bristol, City of",utla,2021-09-25,18_24,63771.0,35030.0,265.0,43425.0,43.0,35030.0,265.0,68.1,54.9,54.9
E06000023,"Bristol, City of",utla,2021-09-25,25_29,53656.0,30929.0,148.0,35906.0,30.0,30929.0,148.0,66.9,57.6,57.6
E06000023,"Bristol, City of",utla,2021-09-25,30_34,53303.0,32661.0,73.0,36737.0,18.0,32661.0,73.0,68.9,61.3,61.3
E06000023,"Bristol, City of",utla,2021-09-25,35_39,46044.0,29641.0,62.0,32615.0,13.0,29641.0,62.0,70.8,64.4,64.4
E06000023,"Bristol, City of",utla,2021-09-25,40_44,37480.0,26163.0,15.0,27926.0,12.0,26163.0,15.0,74.5,69.8,69.8
E06000023,"Bristol, City of",utla,2021-09-25,45_49,31545.0,23703.0,17.0,25024.0,5.0,23703.0,17.0,79.3,75.1,75.1
E06000023,"Bristol, City of",utla,2021-09-25,50_54,29501.0,23883.0,7.0,24781.0,3.0,23883.0,7.0,84.0,81.0,81.0
E06000023,"Bristol, City of",utla,2021-09-25,55_59,27546.0,23078.0,11.0,23859.0,0.0,23078.0,11.0,86.6,83.8,83.8
E06000023,"Bristol, City of",utla,2021-09-25,60_64,22137.0,19098.0,3.0,19722.0,2.0,19098.0,3.0,89.1,86.3,86.3
E06000023,"Bristol, City of",utla,2021-09-25,65_69,17977.0,16099.0,1.0,16384.0,1.0,16099.0,1.0,91.1,89.6,89.6
E06000023,"Bristol, City of",utla,2021-09-25,70_74,16550.0,15304.0,2.0,15476.0,0.0,15304.0,2.0,93.5,92.5,92.5
E06000023,"Bristol, City of",utla,2021-09-25,75_79,11602.0,10852.0,0.0,10955.0,0.0,10852.0,0.0,94.4,93.5,93.5
E06000023,"Bristol, City of",utla,2021-09-25,80_84,8187.0,7721.0,1.0,7800.0,1.0,7721.0,1.0,95.3,94.3,94.3
E06000023,"Bristol, City of",utla,2021-09-25,85_89,5090.0,4792.0,0.0,4851.0,0.0,4792.0,0.0,95.3,94.1,94.1
E06000023,"Bristol, City of",utla,2021-09-25,90+,2927.0,2758.0,0.0,2787.0,0.0,2758.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-09-24,16_17,10169.0,1482.0,9.0,5186.0,24.0,1482.0,9.0,51.0,14.6,14.6
E06000023,"Bristol, City of",utla,2021-09-24,18_24,63771.0,34765.0,113.0,43382.0,44.0,34765.0,113.0,68.0,54.5,54.5
E06000023,"Bristol, City of",utla,2021-09-24,25_29,53656.0,30781.0,57.0,35876.0,19.0,30781.0,57.0,66.9,57.4,57.4
E06000023,"Bristol, City of",utla,2021-09-24,30_34,53303.0,32588.0,32.0,36719.0,21.0,32588.0,32.0,68.9,61.1,61.1
E06000023,"Bristol, City of",utla,2021-09-24,35_39,46044.0,29579.0,28.0,32602.0,10.0,29579.0,28.0,70.8,64.2,64.2
E06000023,"Bristol, City of",utla,2021-09-24,40_44,37480.0,26148.0,7.0,27914.0,8.0,26148.0,7.0,74.5,69.8,69.8
E06000023,"Bristol, City of",utla,2021-09-24,45_49,31545.0,23686.0,8.0,25019.0,7.0,23686.0,8.0,79.3,75.1,75.1
E06000023,"Bristol, City of",utla,2021-09-24,50_54,29501.0,23876.0,2.0,24778.0,3.0,23876.0,2.0,84.0,80.9,80.9
E06000023,"Bristol, City of",utla,2021-09-24,55_59,27546.0,23067.0,0.0,23859.0,2.0,23067.0,0.0,86.6,83.7,83.7
E06000023,"Bristol, City of",utla,2021-09-24,60_64,22137.0,19095.0,2.0,19720.0,0.0,19095.0,2.0,89.1,86.3,86.3
E06000023,"Bristol, City of",utla,2021-09-24,65_69,17977.0,16098.0,2.0,16383.0,0.0,16098.0,2.0,91.1,89.5,89.5
E06000023,"Bristol, City of",utla,2021-09-24,70_74,16550.0,15302.0,1.0,15476.0,0.0,15302.0,1.0,93.5,92.5,92.5
E06000023,"Bristol, City of",utla,2021-09-24,75_79,11602.0,10852.0,0.0,10955.0,0.0,10852.0,0.0,94.4,93.5,93.5
E06000023,"Bristol, City of",utla,2021-09-24,80_84,8187.0,7720.0,0.0,7799.0,2.0,7720.0,0.0,95.3,94.3,94.3
E06000023,"Bristol, City of",utla,2021-09-24,85_89,5090.0,4792.0,2.0,4851.0,1.0,4792.0,2.0,95.3,94.1,94.1
E06000023,"Bristol, City of",utla,2021-09-24,90+,2927.0,2758.0,0.0,2787.0,0.0,2758.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-09-23,16_17,10169.0,1473.0,17.0,5162.0,39.0,1473.0,17.0,50.8,14.5,14.5
E06000023,"Bristol, City of",utla,2021-09-23,18_24,63771.0,34652.0,149.0,43338.0,61.0,34652.0,149.0,68.0,54.3,54.3
E06000023,"Bristol, City of",utla,2021-09-23,25_29,53656.0,30724.0,89.0,35857.0,22.0,30724.0,89.0,66.8,57.3,57.3
E06000023,"Bristol, City of",utla,2021-09-23,30_34,53303.0,32556.0,63.0,36698.0,16.0,32556.0,63.0,68.8,61.1,61.1
E06000023,"Bristol, City of",utla,2021-09-23,35_39,46044.0,29551.0,45.0,32592.0,8.0,29551.0,45.0,70.8,64.2,64.2
E06000023,"Bristol, City of",utla,2021-09-23,40_44,37480.0,26141.0,30.0,27906.0,7.0,26141.0,30.0,74.5,69.7,69.7
E06000023,"Bristol, City of",utla,2021-09-23,45_49,31545.0,23678.0,12.0,25012.0,3.0,23678.0,12.0,79.3,75.1,75.1
E06000023,"Bristol, City of",utla,2021-09-23,50_54,29501.0,23874.0,6.0,24775.0,2.0,23874.0,6.0,84.0,80.9,80.9
E06000023,"Bristol, City of",utla,2021-09-23,55_59,27546.0,23067.0,1.0,23857.0,1.0,23067.0,1.0,86.6,83.7,83.7
E06000023,"Bristol, City of",utla,2021-09-23,60_64,22137.0,19093.0,3.0,19720.0,1.0,19093.0,3.0,89.1,86.2,86.2
E06000023,"Bristol, City of",utla,2021-09-23,65_69,17977.0,16096.0,0.0,16383.0,1.0,16096.0,0.0,91.1,89.5,89.5
E06000023,"Bristol, City of",utla,2021-09-23,70_74,16550.0,15301.0,0.0,15476.0,0.0,15301.0,0.0,93.5,92.5,92.5
E06000023,"Bristol, City of",utla,2021-09-23,75_79,11602.0,10852.0,1.0,10955.0,0.0,10852.0,1.0,94.4,93.5,93.5
E06000023,"Bristol, City of",utla,2021-09-23,80_84,8187.0,7720.0,1.0,7797.0,0.0,7720.0,1.0,95.2,94.3,94.3
E06000023,"Bristol, City of",utla,2021-09-23,85_89,5090.0,4790.0,2.0,4850.0,0.0,4790.0,2.0,95.3,94.1,94.1
E06000023,"Bristol, City of",utla,2021-09-23,90+,2927.0,2758.0,0.0,2787.0,0.0,2758.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",utla,2021-09-22,16_17,10169.0,1456.0,18.0,5123.0,21.0,1456.0,18.0,50.4,14.3,14.3
E06000023,"Bristol, City of",utla,2021-09-22,18_24,63771.0,34503.0,259.0,43277.0,47.0,34503.0,259.0,67.9,54.1,54.1
E06000023,"Bristol, City of",utla,2021-09-22,25_29,53656.0,30635.0,135.0,35835.0,22.0,30635.0,135.0,66.8,57.1,57.1
E06000023,"Bristol, City of",utla,2021-09-22,30_34,53303.0,32493.0,78.0,36682.0,20.0,32493.0,78.0,68.8,61.0,61.0
E06000023,"Bristol, City of",utla,2021-09-22,35_39,46044.0,29506.0,61.0,32584.0,25.0,29506.0,61.0,70.8,64.1,64.1
E06000023,"Bristol, City of",utla,2021-09-22,40_44,37480.0,26111.0,26.0,27899.0,10.0,26111.0,26.0,74.4,69.7,69.7
E06000023,"Bristol, City of",utla,2021-09-22,45_49,31545.0,23666.0,19.0,25009.0,9.0,23666.0,19.0,79.3,75.0,75.0
E06000023,"Bristol, City of",utla,2021-09-22,50_54,29501.0,23868.0,14.0,24773.0,6.0,23868.0,14.0,84.0,80.9,80.9
E06000023,"Bristol, City of",utla,2021-09-22,55_59,27546.0,23066.0,11.0,23856.0,6.0,23066.0,11.0,86.6,83.7,83.7
E06000023,"Bristol, City of",utla,2021-09-22,60_64,22137.0,19090.0,3.0,19719.0,2.0,19090.0,3.0,89.1,86.2,86.2
E06000023,"Bristol, City of",utla,2021-09-22,65_69,17977.0,16096.0,2.0,16382.0,1.0,16096.0,2.0,91.1,89.5,89.5
E06000023,"Bristol, City of",utla,2021-09-22,70_74,16550.0,15301.0,0.0,15476.0,0.0,15301.0,0.0,93.5,92.5,92.5
E06000023,"Bristol, City of",utla,2021-09-22,75_79,11602.0,10851.0,1.0,10955.0,0.0,10851.0,1.0,94.4,93.5,93.5
E06000023,"Bristol, City of",utla,2021-09-22,80_84,8187.0,7719.0,0.0,7797.0,0.0,7719.0,0.0,95.2,94.3,94.3
